X,RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12
Gata3,0.337959176,0.507844591,0,0.060630256,0.54962689,0.05091686,0.292217072,0.141214591,0,0,0.27421242,0,0,0.071573259,0.021442097,0.115098331,0,0.361768276,0.014187666,0.240211918,0,0,0.109319703,0,0,0,0.074660739,0.793713566,0.220122476,0.135627766,0.464581602,0.011477654,0.129635253,0.409834472,0,0.43870974,0,0,0.018932535,0.010506508,0.208238721,0.035512356,0.156014061,0.103224761,1.397421794,0.867259137,0.572875069,0,0.185796098,0.312270014,1.05613043,0.418299795,0.232865665,0,0,0.435927722,0.356259021,0.518483768,1.485507326,0,0.034212531,0.66038152,0,0.35253265,0.44934359,0,0,0.308410377,0.361934176,0,0.154112186,0.097032435,0.437145088,0.225121859,0,0.098247418,0.174038284,0.322501116,0,0.156411002,0
Gata4,3.897205885,4.017461683,3.908865708,3.855217324,3.796988019,4.115835449,4.127792652,4.127871971,4.131792627,3.911774294,4.046873683,3.770575858,3.903479291,3.748240988,3.838128909,4.243557025,4.237115665,3.680901595,4.295140372,4.118072527,0.018163845,4.203964588,3.572128989,4.041934087,3.71657479,4.093199018,4.009965862,4.088845743,4.799573256,4.005272347,3.604677153,4.34921822,4.224817279,3.66103376,3.949849656,4.08185805,3.714831265,4.135819548,4.528604495,4.124566362,3.768546095,4.606403051,3.967920443,4.049025572,4.108240465,3.43307644,3.909526497,3.9496902,3.552198624,4.161554399,3.351158201,4.023831783,4.078093722,3.970866486,4.218737359,4.042572905,3.72600587,4.012895716,4.162987971,4.213140441,3.739921127,4.568681702,3.893181127,4.486946596,4.294730394,3.570739273,3.691732132,4.140678577,4.061189235,4.043844169,3.730457786,4.008748314,3.748496096,3.888038695,3.681577097,4.184900081,3.894077195,4.062737671,3.923824639,4.285885675,4.177906097
Gata6,2.8620718,3.10412973,3.571025325,3.390492793,2.924606055,2.808872564,3.416325415,2.98815483,2.752023714,2.852091724,2.342048357,2.409783243,2.739452475,3.358761741,3.290143841,3.504227623,2.370747038,3.574783496,2.426075187,3.616379898,1.613199997,3.49147823,3.633961763,3.300048982,2.678836958,3.732024794,3.964413119,3.858320888,3.185530674,3.299221821,3.432784591,3.315794399,3.521491129,2.553365739,2.852006363,4.098932189,2.922892431,3.23803861,3.669490558,2.697442077,2.916578508,2.981637167,3.043628182,3.279744985,3.708376128,2.497369411,3.64686416,2.617846394,3.309319541,3.439494237,3.128074786,3.50213651,4.028071572,3.803680592,3.019318981,2.766052866,3.796397546,3.133968659,3.445432797,3.845624103,3.22901238,3.263489798,3.126070872,2.44077421,3.969825407,2.341561867,3.142174456,2.569604682,2.833051947,3.078064949,3.10989402,2.901153322,3.516532851,3.23397154,3.190392989,3.096637871,3.495908075,3.324144647,2.994913368,3.945432348,3.703382667
Gatad2b,1.26777351,0.679618759,1.347825722,1.087218876,0.787081107,1.434894719,1.595417598,1.605669985,1.686926696,1.336170677,0.693726713,1.325332334,1.707737776,1.210868353,0.843706116,1.590134074,1.537655656,1.118657913,1.027419306,1.327958768,2.319558569,1.655173751,1.565485763,1.863282245,1.649031858,1.573612512,1.169156741,0.898527073,1.996044516,1.4252624,1.506523772,0.892019638,1.711640143,1.273977033,1.334509383,1.731390721,1.71763698,1.28830917,1.096494084,1.045553446,1.550753209,1.763310422,1.39956636,0.860151533,1.35045673,1.11724623,0.876374386,0.982840663,1.109145325,1.563746944,0.861962644,1.466452304,1.599843704,1.332589368,1.546911132,1.007637119,1.490916067,1.13285075,1.68228254,1.397805527,1.228561189,1.231815418,1.515147493,1.644944069,1.871258318,1.284063754,1.357945095,1.343857679,1.156228293,1.166582773,1.223290881,1.581447997,1.626229541,1.273955634,1.35003768,1.668383186,1.684980516,1.540063158,1.254111931,1.757181531,1.220252756
Gja1,3.467153253,3.36440196,3.775868303,3.929339487,1.952130131,2.346610282,3.139495024,3.270294084,2.629485539,3.090387259,3.385416143,3.055040192,2.75475913,3.373806919,3.739278106,2.704291898,3.137203014,2.917029034,4.0233464,2.324117365,5.626015623,1.440467843,4.398889263,4.004902777,2.79414471,2.550443483,3.611392468,2.888769328,1.993933889,3.314409507,3.57023375,3.751469076,3.432542405,3.337095201,3.487038756,3.370639459,4.262279981,3.103657464,3.379989794,4.311147569,3.499569082,3.702474281,3.937479407,3.068287104,3.474600408,2.977584313,4.090951762,3.1608648,3.926952237,3.860845734,3.449558474,4.05623338,3.459538311,3.576948126,3.225660901,4.290247884,2.859382621,3.484554731,4.524506329,3.067472337,3.727289347,3.69646059,2.928806871,3.743477465,3.230900552,3.869769978,3.732433605,1.400139508,3.217693328,2.123746677,3.793597281,3.872020749,3.507086187,3.608826846,2.669986695,2.447478222,3.121631059,3.842309352,2.086160989,2.57962595,3.00895866
Gli1,0.013636271,0.00843797,0,0,0.010941376,0,0,0.010538085,0.010890798,0,0,0,0,0,0,0,0,0.020844142,0.15523356,0,0.011594939,0.040283513,0,0,0,0,0.119414361,0,0.118632143,0,0,0,0.113394197,0,0,0,0,0,0,0,0.026375197,0.010506879,0,0.025040969,0,0,0,0.058123681,0,0.072432703,0,0,0,0,0.010457949,0,0.008920401,0.077704034,0,0.013053572,0.095498121,0.029077404,0,0,0.041774298,0.009728509,0.052394592,0,0,0,0.007068305,0,0,0,0,0.023960898,0.012587658,0.009941491,0,0,0.066393802
Gli2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02291011,0,0,0,0,0,0.006252748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026382865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06801927,0
Glis2,0.959581329,0.964882147,0.510468041,1.439970798,0.651140944,0.62308279,1.032093682,1.220922633,0.724871688,0.588818134,1.673661614,0.795018136,1.115338188,1.237166614,0.536220083,1.527620556,1.355342047,0.976409315,1.224152489,1.059978506,0.404220295,1.203004492,1.574826061,0.718521452,0.632498693,1.004027909,0.438236974,0.468563003,1.430408048,1.238579593,0.516780757,1.320821377,1.071812386,1.543904474,1.435540386,0.764962441,0.445159757,0.570270883,1.093871083,1.33952632,1.135506748,0.610244873,1.297352708,0.655927437,0.689943882,0.869148622,0.751899651,0.751810684,0.920823644,1.520637862,1.137854506,0.428205119,1.18406828,0.957666618,0.808185172,0.4211192,0.558596577,1.079753947,1.222315109,0.940994101,0.935607375,1.068796541,1.539531177,1.500114487,0.968302138,0.777893206,0.660819375,0.68995667,1.498836088,0.846078761,0.706671641,1.338878825,0.744272434,0.570591006,1.301339373,0.820306865,1.138972474,1.062532224,0.632498497,0.889457657,0.940712566
Gls,3.543831443,4.442601707,4.069115282,4.63545689,3.759032189,2.822500143,3.920977158,3.746086101,3.755994586,4.468833141,3.061589131,4.580766994,4.759479594,4.571974405,4.18857787,4.297478924,3.712945322,3.775742143,2.622503908,4.390074755,3.002803341,3.996751357,4.319229349,4.69341778,4.171122634,4.462373832,3.955042496,4.358098513,3.462178177,4.047386751,3.950744202,4.707852869,3.02840405,3.830137628,3.382477034,4.489515429,4.028777032,4.394309979,4.426925189,4.164352584,4.446865627,4.363191774,4.301689721,4.005790141,5.0126728,3.683839266,4.087305372,3.54074192,4.38633461,4.300367889,4.771125006,4.042684927,4.377371684,3.542497189,4.36714332,3.322800812,4.412200978,3.882566048,4.439046986,3.925541604,4.359437536,4.426180862,5.128211358,3.901672954,4.821516876,4.421562051,4.017550028,3.613711108,3.990727739,4.390900859,4.587446035,3.88698705,4.4647064,4.379613944,4.2626754,4.65150023,4.185449883,4.700553402,3.344466278,4.175116068,4.452743263
Glul,5.041796594,3.649751209,5.825737221,6.192817704,5.024275948,5.956799278,4.87942806,5.274392567,5.641925112,5.76363314,6.127447146,5.255220221,4.569429114,4.798369673,4.418956149,5.603831158,5.394636152,5.226823225,4.363969114,4.972262096,3.123293182,4.863746752,4.047727037,4.922252554,5.533387393,5.208533207,5.792074092,4.893205916,5.446337901,5.176179979,5.149802503,5.002759657,5.702754798,4.984053407,5.351179006,4.869346512,4.941311394,5.613907281,4.621114163,4.932905573,5.413954203,5.065953414,5.192861756,4.5907775,3.713174993,3.528943821,5.447430319,6.048043653,5.65209215,4.166236616,4.89243447,4.890984944,5.287921634,4.532274498,4.993449062,4.858504416,4.612415734,6.012106551,5.303751655,4.769254531,3.911898186,5.347696712,5.798290464,4.561442853,4.696188037,5.358995994,4.852087644,5.746357746,5.342841897,4.030551059,5.075424719,5.112466382,4.64010848,4.946581129,5.430030195,6.036249276,5.124440161,5.625878821,4.69682683,5.096924547,5.461481908
Gnas,4.891597924,4.678938896,4.761333442,4.496640352,4.362727114,4.409483743,4.388996773,3.599217643,4.819943641,4.729243882,4.923813133,4.242650503,3.484163229,4.372827623,4.390759376,4.756749521,4.493443391,3.988088389,4.271091933,5.058323864,1.383512965,3.886689487,3.630284123,5.087837988,4.287816411,5.069258023,4.210830343,4.291825193,3.864269517,4.194134456,4.663520417,4.674511091,4.626656751,4.124540491,4.416859749,5.017467577,4.04375916,2.868681269,3.457216231,4.248717253,3.944920198,4.482902557,4.850478173,3.592851197,4.78162947,4.786621284,4.307585693,4.504931836,4.790928213,5.173582899,4.912497739,4.119301004,4.662749405,4.907315885,4.276892455,3.627195117,4.112952401,4.844296372,4.789216614,3.854588484,4.658696954,4.493486671,4.148864136,4.777948778,4.370404922,4.568713378,4.668351227,4.506157186,3.760641166,4.969829686,3.77014883,4.405321025,4.227669911,4.086962671,4.683103807,4.496436034,4.790289501,4.723855039,3.676383186,4.538857114,3.71764758
Gnrh1,0.140937876,0,0,0,0.497043135,0.345067813,0,0.307616597,0.113543099,0,0,0,0.115659985,0.268977987,0,0,0,0,0.912761575,0.123274512,0,0.106341407,0.230474383,0.346736413,0.337928562,0.602608677,0.099418954,0.123386122,0.881218239,0.815061059,0,0,0,0.386513373,0.159012265,0.239137697,0.317533952,0.112310317,0,0.185799032,0.583446859,0,0,0.066673482,0.084734451,0.188235276,0.16556978,0.319546888,0.716636558,0.110340034,0,0,0,0.11581504,0.155508162,0,0,0.424059642,0,0.372561004,0.719892778,0,0.116270995,0.113401882,0.139953409,0.365432231,0.233270427,0.205517559,0,0.878223991,0.144749293,0,0,0,0,0.239969417,0.130529298,0.286312547,0.46771544,0.347335255,0.115971721
Grin1,0.038746286,0.024088035,0.012263581,0.011861882,0,0.033081444,0.015829407,0.024755752,0.01345333,0.011647388,0.066301342,0,0.017574446,0.03322028,0.209329404,0,0.446798651,0.0140008,0.052617361,0.060873333,3.645048814,0.013083921,0.016219958,0.030757614,0,0.010863203,0.011653106,0.030054752,0.016223247,0.031055078,0,0.038564277,0,0.042320478,0,0.015023392,0.015767503,0.394331947,0.028560227,0.043713034,0.034737788,0.042052743,0.013528424,0,0.008619463,0,0.011587129,0,0,0.196458833,0,0,0.013380165,0.192565041,0.0098379,0,0.536876986,0.029512031,0.045131864,0.250817071,0,0,0,0.097583585,0.019545001,0.03469182,0.019423091,0.013426428,0,0.013795022,0,0.028858815,0,0.011682818,0.190445851,0.016961229,0.061948064,0,0.630236846,0.015577269,0.069026315
Gsr,1.446020288,1.646357608,2.128215071,1.92326209,1.69887395,0.773588737,1.737322663,0.873469697,1.140140725,1.444579465,1.351505474,1.767238519,2.970540155,1.518855974,1.618327692,2.12430074,2.809418443,1.654075342,0.881882403,0.953768463,0.912211609,1.960651038,1.244976216,1.686791616,1.967474242,1.553933196,1.999009931,1.087715501,1.271943625,0.691908486,1.778316088,1.360567906,1.161834564,1.294017586,1.884586885,1.330481246,2.40865027,1.828199839,2.259228503,1.90415494,2.432271617,2.255078728,1.424614909,1.529969938,1.336209375,1.212527422,1.605799018,1.900854766,1.990283787,1.504160984,2.359694147,1.5859133,1.616736815,1.265847308,2.197302958,0.835850577,0.874720967,2.018124915,1.181360852,1.959188002,1.894707778,1.345100129,1.794215596,1.139121724,1.548884638,2.937527977,0.944205758,2.23219132,1.497317602,1.997456729,2.112855752,0.999836512,1.929218194,2.238320047,0.830071635,1.53641955,1.842359897,2.026509327,1.837532749,2.208351158,1.931047847
Gtf2a1l,0.445524716,0.17472903,0.216461621,0,0,0.182844668,0.138829279,0,0.519553091,0,0,0.235817148,0,0,0.169647189,0,0,0,0,0.084605971,0,0.3072277,0.072005458,0.056942799,0.040781548,0,0.195236942,0.144722808,0,0.462770619,0,0.062641386,0.181013089,0,0,0,0,0.15089432,0.158674589,0,0.436603182,0.077635305,0.136483454,0,0,0.168033924,0.050924402,0.051895279,0.129126506,0,0,0.327896916,0.452573622,0,0.141102344,0,0.021377335,0,0,0.029720459,0,0,0.069829747,0.110100771,0,0,0,0,0,0.260738161,0,0.066083622,0,0.115935355,0.076825773,0.206055078,0,0,0.490532696,0.146953664,0.069647085
Gtf2h3,1.122200377,0.898846664,0.864866807,1.347007301,1.167765778,0.965110284,1.275835283,1.725868602,0.953939463,0.618168289,1.054020912,1.605658198,1.571793287,1.5473452,1.371291657,1.656831869,1.343935224,0.821818319,1.008030648,1.319526528,1.549106477,1.697735829,1.313961475,1.399672725,1.334833064,1.604559681,1.07903315,1.108760564,0.989154168,1.167305768,1.408356881,1.465051932,1.126283532,0.929799648,1.584482524,1.349443131,1.181072896,1.420578442,1.173627363,0.883421739,0.974454807,1.4308047,1.312836647,1.36682342,0.901638418,1.53919327,1.352884378,1.050335383,1.127413975,1.291926739,1.059971587,1.238629874,0.986983898,0.787098496,1.459465419,1.091434212,1.169268914,0.608359206,1.379989578,1.334892104,1.079664099,1.008713951,1.182145391,1.048310758,1.100072644,1.664504507,1.02917893,1.411435557,1.023344753,1.219812379,1.120648449,1.366031282,1.088254337,0.720233595,1.145303302,0.898157153,1.058687907,0.535169388,1.177154578,1.036609534,1.570847272
Gtf2h4,1.167943885,1.059359082,1.686455296,1.067744028,1.078990117,1.177862339,1.83995895,1.401136835,1.890339849,1.425757341,1.25796864,1.683524698,1.109472042,1.049074515,1.043071108,1.271197768,1.088080307,1.837334146,2.193300966,1.033827242,1.727767426,1.469446724,1.274693675,1.360970838,0.958704688,1.161227815,1.242456024,1.146137889,1.271712336,1.383463821,1.372656586,1.548586302,0.91828066,1.600247163,1.791834406,1.480439786,1.173310424,0.984314194,1.350421749,1.600064049,1.871929573,1.09855509,0.924954875,1.362845281,0.65146299,0.79973975,1.097442302,1.181811231,1.638114889,1.428251955,0.971295861,1.402746911,1.342463275,1.511898089,1.540003635,1.552545044,1.127258558,1.458413274,0.612270551,2.020280652,0.979751999,1.465772593,0.962302688,0.80974945,1.974471362,1.45514774,1.205328184,0.935196742,1.122572178,1.452709483,1.530216458,1.505653442,1.465946988,1.533326771,0.774613337,0.677648562,1.236042922,1.469149535,1.529589507,1.52595811,1.443705781
Gtf2i,2.44103106,1.181184761,0.535008248,2.03180221,1.336480228,1.63754539,2.614600015,2.332355201,1.945486339,2.05805331,2.356175616,2.024802981,1.295478431,1.72261191,1.852318613,2.110624776,2.128754178,2.145042774,1.479106158,1.799192577,0.943890326,2.355034062,1.860054597,2.075655618,1.326441532,1.478545568,1.500226112,1.658766011,1.580636405,2.064870487,2.27982435,2.101614992,2.350921142,1.605717391,2.14227348,2.157407829,1.581070225,1.579579015,1.606991564,1.317859959,1.567587447,1.895436222,1.330125474,1.20954213,2.083324748,1.809158634,1.935256563,1.419434094,2.065355831,1.216932934,1.924377586,1.719240146,1.57836759,2.246988254,1.316165753,2.011957684,1.729188816,2.263762466,2.115573794,2.046082095,1.359414147,1.80603321,1.780090667,2.108119341,2.077600142,1.793002761,1.159996395,2.319078897,1.967348341,1.994914182,1.277989005,2.249346515,1.582067582,1.443979672,2.040019097,1.646258821,1.807560406,1.619676486,1.55621763,1.804694673,1.624539963
Gtf3c1,2.696249817,2.580633417,2.654450443,1.931659353,1.943866173,1.633440271,2.162548323,2.264594707,1.942245109,1.809193113,2.6253228,1.771146961,2.208271614,2.26180455,2.200291853,1.995896567,2.975741435,2.042813508,2.220578038,2.319176163,2.656350597,2.30299903,2.303559355,2.277414172,2.209292891,1.673019116,2.760855808,1.703324946,1.650704098,2.29106335,2.621244421,1.771565496,2.560742236,2.616250056,2.033578756,2.153151521,2.35469816,1.724041344,2.330008091,2.306757831,2.619726236,2.101722767,2.910657637,2.238471003,2.008867091,2.513133728,2.504415177,1.422688528,1.599275926,2.960311811,2.216200536,1.8726967,2.386434044,2.625278526,2.32967582,2.283498343,2.501742811,2.453886755,3.182668006,1.674047513,1.961966607,2.402689331,1.849518406,1.813722318,2.201841927,2.385895131,2.120657461,2.092604524,2.607285469,2.87426464,2.943413438,2.480942939,2.194436252,2.396164249,2.62069464,1.483192527,1.979561947,2.314435949,2.263462094,2.085151014,2.827671457
Gtf3c5,0.497504473,0.423202189,0.838704951,0.821855865,0.652081936,0.79586791,1.026019301,0.604335367,0.600006929,0.463098864,0.790282719,0.758070029,0.984989236,1.268502748,0.792442311,1.05097683,0.90796733,0.623234879,0.980396004,0.455275894,1.713718259,0.954930189,0.921228297,0.884114597,1.185168615,0.626051764,0.858203884,0.910426762,0.623310689,0.753115502,1.151074768,0.708368669,1.001641112,0.792291992,0.723586823,1.082928808,0.662109532,0.889383299,0.531056364,0.679363133,0.716047067,0.95409422,0.706337591,1.074916707,1.05550676,1.091226663,0.575335565,0.485079979,0.681602684,0.940703491,0.868552001,0.802233111,0.892028286,1.444016819,1.123483713,0.674073903,1.472353057,0.573926604,0.500494816,1.284565417,1.02596134,0.607559021,0.958979856,0.883818994,0.691330957,0.730485236,0.944329542,0.714407199,0.836175727,0.521831364,0.880910924,0.791675443,0.682286867,0.616066728,1.219419507,0.991350979,0.454978299,1.008462057,0.563475258,1.312544216,0.731210653
H1f0,0.66305497,0.50467987,0.617655361,0.126878523,0.845061131,0.928315349,0.532612102,0.149980624,0.704061255,0.029970701,0.589272442,0.312423331,0.415185881,0.695416574,0.795364255,1.210934301,1.422002425,0.269500821,0.34624551,1.211542523,1.114810022,2.425582611,0.640571297,1.098310507,0.191495534,1.140007607,0.324383023,0.919746585,3.628943107,0.972789534,1.00141251,0.934811994,0.429719241,0.033657614,0.922365831,1.434931305,0.309863736,2.030352535,1.509394379,0.158541412,0.514886582,0.772374668,0.135626871,0.551038157,1.588675387,0.254273217,0.534522155,0.571183221,0.428667797,0.450369744,0.577850414,0.660508255,1.208048199,1.019695712,0.727535343,0.587862256,0.809072688,1.072162627,1.106137386,1.498802026,0.66206458,0.874875378,0.485205415,0.421442949,0.539961244,0.906743648,0.038388683,0.485345129,0.707935664,1.144401874,0.236810016,0.596379491,1.504923887,0.724907747,1.614638717,1.524547624,0.214194851,0.557999326,1.40460939,2.635611377,0.22305574
Hcfc1,2.185977729,2.331781848,2.350202905,2.322631803,1.610187311,1.854954229,3.045725354,1.871727164,2.650114074,2.297579562,2.780495572,2.748752326,2.659075573,2.869159553,2.694455877,3.005077613,2.323675905,2.451097847,3.062166889,2.76788869,3.420786378,2.680492492,2.868939922,1.876383457,2.647057112,2.590819268,2.387782311,2.752244149,3.13328182,2.152806547,2.588574464,2.250063495,3.083111316,2.613082912,2.694928827,2.819462662,2.522036739,2.681844062,2.202737914,2.973204995,3.088771099,2.896248443,2.92036157,2.585602288,2.908355995,2.631637613,3.002264298,2.865474199,2.287076109,2.527161347,2.494792367,2.787212203,3.168927721,2.622542257,2.82317295,2.173866399,2.690367413,2.495570251,2.627430516,3.246688966,2.815470361,2.73185476,2.437957325,2.840562226,2.637795475,2.480799596,2.710079199,2.592655824,2.748213423,2.040535998,2.977724494,2.80162108,1.75954516,2.791080045,2.116724789,1.995015589,2.835908103,2.403854112,2.655706218,2.579012463,2.616177768
Hdac1,2.803738034,2.495123236,2.128896813,2.414849229,1.414613522,1.50335231,2.718793925,1.99193005,2.007205678,1.66242176,2.595200073,2.27676951,2.428634895,2.479451586,2.158188194,2.278858014,2.137997697,2.204395694,3.041335697,2.506510637,2.787576002,2.213602592,2.707754248,2.903223369,2.422048621,1.931959695,2.260290939,2.443667297,1.589893207,2.285977268,2.882196092,2.284292371,2.77881589,2.448407251,1.977432079,2.442058366,2.154905204,2.099548005,2.254529205,2.565233432,2.811099668,2.817083484,2.570077217,2.387642259,2.328289746,2.222862928,1.706338684,2.204454198,2.682833554,2.315669808,2.712128282,2.353723589,2.306746772,1.77055029,1.923957132,2.783215489,2.200195799,2.289913325,1.934785345,2.094330568,2.483975539,1.854423371,2.31897801,1.364905878,2.12333755,2.591320682,2.293441805,1.741012141,2.294929489,1.854125323,2.563352234,2.554021385,2.318209153,2.23607069,1.756414819,1.962770121,2.30775897,2.392433201,1.519323014,1.925760701,2.54080574
Hdac10,0.865812958,0.337048096,0.335464749,0.591992405,1.084744536,0.803613437,1.202629158,0.891537188,1.261287685,0.437109305,0.859768264,0.901495315,0.644136491,0.902763267,1.26725461,1.298665309,0.549317975,0.973588494,0.856277425,0.656783647,0.435922685,0.816417894,0.817271673,0.82890626,1.318587892,0.769681772,0.919886941,0.909550174,0,1.021265956,0.854144329,1.299299416,1.079600033,0.56442854,1.334714947,1.022846696,1.130745349,1.036116533,1.410122096,0.267010675,1.163856345,1.064489123,1.109163566,1.125477801,1.007219452,0.918610026,0.695257596,0.59375041,1.348611138,1.559885326,1.349690076,1.255902946,1.094723684,0.687256725,0.688634924,0.886662043,1.060152591,0.675299767,0.694818011,1.531044694,0.320362677,0.868543855,0.803474015,0.795735998,0.351373505,0.469434126,0.776223988,0.925658386,0.273557004,0.396056902,0.611924768,0.923417916,0.395360243,0.888808033,0.826699264,0.8470142,1.001980778,0.752862922,0.905320494,0.945187471,1.189071943
