X,RamDA_mESC_24h_A04,RamDA_mESC_24h_A05,RamDA_mESC_24h_A06,RamDA_mESC_24h_A08,RamDA_mESC_24h_A09,RamDA_mESC_24h_A10,RamDA_mESC_24h_A11,RamDA_mESC_24h_A12,RamDA_mESC_24h_B01,RamDA_mESC_24h_B02,RamDA_mESC_24h_B03,RamDA_mESC_24h_B04,RamDA_mESC_24h_B05,RamDA_mESC_24h_B06,RamDA_mESC_24h_B07,RamDA_mESC_24h_B08,RamDA_mESC_24h_B09,RamDA_mESC_24h_B10,RamDA_mESC_24h_B11,RamDA_mESC_24h_B12,RamDA_mESC_24h_C01,RamDA_mESC_24h_C02,RamDA_mESC_24h_C03,RamDA_mESC_24h_C04,RamDA_mESC_24h_C05,RamDA_mESC_24h_C06,RamDA_mESC_24h_C07,RamDA_mESC_24h_C08,RamDA_mESC_24h_C09,RamDA_mESC_24h_C10,RamDA_mESC_24h_C11,RamDA_mESC_24h_C12,RamDA_mESC_24h_D01,RamDA_mESC_24h_D02,RamDA_mESC_24h_D03,RamDA_mESC_24h_D04,RamDA_mESC_24h_D05,RamDA_mESC_24h_D06,RamDA_mESC_24h_D07,RamDA_mESC_24h_D08,RamDA_mESC_24h_D09,RamDA_mESC_24h_D10,RamDA_mESC_24h_D11,RamDA_mESC_24h_D12,RamDA_mESC_24h_E01,RamDA_mESC_24h_E02,RamDA_mESC_24h_E03,RamDA_mESC_24h_E04,RamDA_mESC_24h_E05,RamDA_mESC_24h_E06,RamDA_mESC_24h_E07,RamDA_mESC_24h_E08,RamDA_mESC_24h_E09,RamDA_mESC_24h_E10,RamDA_mESC_24h_E11,RamDA_mESC_24h_E12,RamDA_mESC_24h_F01,RamDA_mESC_24h_F02,RamDA_mESC_24h_F03,RamDA_mESC_24h_F05,RamDA_mESC_24h_F06,RamDA_mESC_24h_F07,RamDA_mESC_24h_F08,RamDA_mESC_24h_F09,RamDA_mESC_24h_F10,RamDA_mESC_24h_F11,RamDA_mESC_24h_F12,RamDA_mESC_24h_G01,RamDA_mESC_24h_G02,RamDA_mESC_24h_G03,RamDA_mESC_24h_G04,RamDA_mESC_24h_G05,RamDA_mESC_24h_G06,RamDA_mESC_24h_G07,RamDA_mESC_24h_G08,RamDA_mESC_24h_G09,RamDA_mESC_24h_G11,RamDA_mESC_24h_G12,RamDA_mESC_24h_H01,RamDA_mESC_24h_H02,RamDA_mESC_24h_H03,RamDA_mESC_24h_H04,RamDA_mESC_24h_H05,RamDA_mESC_24h_H06,RamDA_mESC_24h_H07,RamDA_mESC_24h_H08,RamDA_mESC_24h_H09,RamDA_mESC_24h_H10,RamDA_mESC_24h_H11,RamDA_mESC_24h_H12
Gtf2a1l,0.394759282,0,0.081250251,0.259780281,0,0.093727911,0.005596853,0.082079492,0.023716936,0,0,0.297976213,0,0,0.075259097,0.055263029,0.695491549,0,0.554697444,0.161876209,0.084228768,0,0.095056541,0.255619499,0,0,0,0.526446351,0.114788488,0.405816692,0,0.172179825,0,0.286457229,0,0,0.098031276,0,0,0.227573003,0.224832578,0,0.08127261,0.237289334,0,0,0.408727031,0,0.361669023,0.429270784,0,0,0.123829498,0.051644897,0.286704449,0,0.13431237,0,0.718910242,0.24344991,0.156128444,0,0.167090896,0,0.084155749,0,0.130909527,0,0.263218349,0.056724416,0,0,0.028232932,0,0,0.061808729,0,0.075222319,0,0,0.086468567,0.162025218,0,0,0.251825466,0,0.201036481,0.271050961,0.178788871,0
Gtf2h3,0.963040003,1.254752899,1.293607314,1.04735356,1.536259217,1.209652858,1.528195248,1.241874612,1.362991394,1.550211168,0.805011162,1.668584714,1.784815063,1.372507932,0.875149723,1.623134192,1.462705054,1.05158687,1.628429016,1.380035581,1.740101411,1.09233811,1.587498188,1.393769732,1.231363075,1.652274173,1.781388423,1.796081317,0.950343881,1.313554407,1.163552107,1.163096045,0.86979693,1.17154742,1.42726781,1.116035249,1.078684882,1.290342462,1.21603488,1.337796802,1.353100487,1.115838277,1.7757989,1.001452573,1.238286624,1.428526978,1.074843015,0.935110458,1.32913743,1.058536462,1.128465733,1.140796104,1.228717155,1.552683461,1.14724923,0.688189594,0.93492157,1.313501014,0.844929093,1.15479372,1.695208692,1.108200179,1.342939552,1.543287138,1.241244645,1.311664976,1.225502062,1.098934489,0.84167889,1.309823527,1.414722609,1.667329043,0.521951689,1.249128793,0.929386038,1.852652578,1.681374255,1.872288077,1.35763807,1.346104646,1.663876635,1.280471462,1.1181625,1.866731757,1.649779358,1.509160055,0.815070968,1.666972268,1.618536261,1.450547754
Gtf2h4,1.57959298,1.961785636,1.219957384,1.90377602,1.893878521,1.488309551,1.494473161,0.94630206,1.47307081,1.791536269,1.279504575,1.60602246,1.047290234,1.438890855,1.582382278,2.041539454,2.180696624,1.281151991,1.652219909,1.96231076,2.291077285,1.997959495,1.672717632,2.105901715,1.639351366,1.822690749,1.341678722,2.138446609,1.076303833,1.207919451,0.999809721,1.707592641,1.927663525,2.278928328,1.091203142,1.333130084,1.834694572,1.526585212,1.332674538,1.258519387,1.54883889,1.321608053,1.207694315,0.981550278,1.511342213,1.239979357,1.699924173,1.697662028,1.721794674,1.934540102,1.753782851,1.778196257,1.383091298,2.074958317,1.850701233,1.054459047,1.855599174,2.123070921,1.135014438,0.791959291,1.804544907,1.39612293,1.690113141,1.229539636,2.010064138,1.167211697,1.648273137,1.402963394,1.76895725,1.508622448,1.525083661,1.165275455,1.2312985,1.330541687,1.609509866,1.357338729,1.44501952,1.634310266,1.409375645,1.645192368,1.380133163,1.492890035,1.942161108,1.177439192,1.737036223,1.411305578,1.036387235,1.690553146,1.641248,2.228685343
Gtf2i,1.999453616,2.084281953,1.415899843,2.061920166,2.691418375,2.350955734,1.905174683,1.59248398,1.35154396,2.469683451,1.493318782,1.621740497,1.708718926,1.974198205,1.717159865,2.175609081,1.865312262,1.902483148,1.568069038,1.686385042,2.561366203,2.287706682,1.826373376,2.816452029,1.606797041,2.03360521,1.536913232,2.146667045,2.426126688,1.283259381,2.108360377,2.352586927,3.007253863,1.83156225,2.377379617,2.02214938,1.751345427,2.3062333,2.003229873,2.604395261,2.3834735,2.044024867,1.731495482,2.201776227,1.892439702,2.469674649,1.926796038,1.679891711,3.002775945,1.714545928,2.28788602,2.470034741,1.779275658,1.355579523,2.047363124,1.678024582,2.46378901,2.413250632,1.900642418,1.502637611,2.434686608,0.970486356,2.790300285,1.687741383,1.899295818,1.99618248,1.922394507,1.639624261,2.187474693,1.534635642,2.957786247,2.276240615,1.85835649,1.849391231,2.121089194,1.875787745,2.749054915,1.792334291,2.566023424,2.05989131,2.21781769,2.486800353,1.679900593,2.366907651,1.398690394,1.814963832,1.555752324,1.533059521,2.252881334,1.936047242
Gtf3c1,1.687352928,1.686850907,2.336798178,2.072617509,2.402343764,2.691335956,1.544115361,2.426269416,2.329432691,2.296883724,1.716820423,2.134100169,2.002404878,2.887223309,1.974696251,2.53591504,2.230573123,2.307552611,2.178049017,1.949558576,2.304497735,2.006345457,2.17262804,1.991797722,2.267965608,2.323232239,2.438844778,2.285831717,2.35256751,2.478746752,2.727984955,2.257843371,1.65650997,1.705664404,1.889234123,1.968530931,2.665845841,2.278792997,2.01296993,2.218666097,2.237876406,1.709835523,2.220408762,2.188274737,1.821121121,2.271349783,2.06596263,1.89251398,1.696269033,1.640649046,2.112176509,2.159792117,1.575184805,2.005085594,2.578783057,1.869372502,2.13440329,3.079918,2.044324608,1.954901373,2.217457178,2.201988996,2.393806931,2.683234829,2.134044627,1.770737573,2.581359007,2.062644374,2.044132957,2.360698802,2.024860026,2.210299579,2.24955962,1.756111576,1.825883939,2.454290158,2.58078359,1.992601007,1.876292568,2.296539054,2.236494291,1.83767844,2.629091312,2.25699538,1.541573091,2.624198334,1.862362742,2.544984105,2.360166249,2.654149693
Gtf3c5,0.596889017,0.909725719,1.378224079,1.255171131,1.316927476,1.520311158,0.785499142,0.640765594,0.993211288,1.305593,0.795286789,0.998354335,1.089305741,1.483853079,1.259750868,0.876395875,1.389668802,1.506873701,1.635585981,1.404317973,0.917450048,1.1801316,0.320113069,0.586098488,1.240495306,1.28799662,0.568405006,1.555144386,1.690298544,1.579610494,1.112404946,1.1081696,1.151900074,1.215166728,1.245364764,1.454442041,1.159865269,0.918186293,1.043721627,0.921279487,1.071786809,1.256565694,1.273707708,1.305658245,1.04394027,0.989502006,1.13454465,1.263566119,1.040960082,1.390883254,1.247430955,1.099067629,1.141085788,1.354452725,1.104595551,0.905619664,0.728536663,1.609498394,1.470240156,0.884236937,1.619314844,1.341691216,1.144368973,1.3119733,1.339883876,1.031025759,1.129978661,1.304684269,1.524347514,1.115090674,1.080071499,0.92642545,1.534184954,1.753250866,0.93700998,1.361421831,1.238800546,1.033219732,0.931350467,0.821292084,1.085648544,1.461922847,1.288535927,1.092550406,1.063793626,1.385875348,1.07780224,0.68284162,1.15870313,1.234033884
H1f0,1.125162896,0.115869421,0.639160773,1.054788785,0.073753584,0.587552709,0.579095986,0.329404258,0.016189236,0.943374784,0.10162523,0.247568123,0.48318525,0.42650296,0.897506398,1.345944869,0.815398759,0.214620664,0.436349175,0.219937078,0.113518232,0.112078206,0.282604337,0.541927294,0.226184237,1.313492491,0.372964105,1.662366084,0.514513121,0.955996232,0.40736299,0.192623847,0.295032343,0.407884613,0.122000318,0.521530732,0.621558513,0.551169631,0.923886947,0.32398405,1.707301295,0.676053635,1.368671273,0.393751446,0.501109926,0.521531683,1.087617062,0.249364851,0.972738744,0.279807701,0.207086989,0.615021308,0.274714376,0.703739949,0.665615205,0.43451268,0.13945557,0.288131381,0.469766467,0.187835996,0.09315048,0.559144309,0.545768603,0.20627995,0.408343695,0.192123166,0.052485422,0.236372173,1.029261411,1.565840915,1.228382786,0.039110908,0.403716512,0.625673067,0.641287652,0.083525224,0.421312939,0.236452795,0.72104399,0.58851996,0.766284872,0,0.276574411,0.114696481,0.168621764,0.311162519,0.287548372,0.577739935,0.344224669,0.402240402
Hcfc1,3.034909922,2.997562246,3.622288724,3.137597142,3.16219076,3.647260546,2.620469617,2.450099293,2.970545328,2.981892587,2.702427221,3.083004216,2.838037456,3.304511579,3.099719125,3.502289923,3.172916409,3.03348421,3.181395862,3.196970669,2.843110463,2.933549269,2.797600488,2.769830823,2.752432879,3.235455672,2.456636852,3.762927752,3.14682009,3.261152949,3.401245322,3.339949948,2.574543333,3.069643178,2.653638881,3.343407101,2.75636317,3.128449016,3.401492858,3.022690653,3.141509851,3.202067453,3.215072841,3.162305026,3.338818866,3.126614184,3.168524893,3.147633995,2.263053156,1.111491501,2.911207324,2.919454868,3.076902731,3.301267686,2.867565887,3.395979656,0.068228558,3.558350976,3.561431523,2.841795511,2.63849032,2.971554336,2.924206041,2.667787469,2.917163054,2.794743619,2.320377475,2.266124322,3.150009403,3.133157469,3.198572712,2.997984087,2.784697975,3.231803559,3.284514124,2.799876139,3.15426033,2.955162154,2.619798373,2.907422326,2.918856952,2.735270601,2.820680356,2.140483189,3.064937325,2.898264478,2.297257773,2.908945279,2.846266964,3.427486547
Hdac1,1.944749101,1.975549209,1.836040248,2.036561115,2.375515869,2.152621082,1.763739949,1.95730831,2.400442551,2.550361865,2.35578341,1.906719828,2.137294613,2.867175531,2.290428154,2.143178267,2.346278907,2.684079791,2.233716718,2.240532146,2.294863226,2.258981231,2.229502836,2.547496253,2.922169788,2.005127142,2.720731703,2.467637202,2.478434848,2.653073106,2.935220913,2.570599875,1.684359254,2.13734489,2.473027505,2.716927683,2.301164475,2.678840604,2.556138943,2.534413619,2.382769304,2.691640072,2.111170706,2.379272365,2.26805804,2.337107875,2.089569827,2.14774984,1.965268095,1.805044685,2.40983713,2.060598716,2.349649498,2.6917576,2.314902856,2.412354542,2.266787794,2.333283457,2.078767163,2.090979522,2.581365573,2.23792674,2.386523262,1.908549468,2.56633327,1.843267198,2.608233292,2.241643236,1.977757327,2.038863789,2.357769353,2.167285026,2.589887448,2.430258234,2.23457204,2.436929224,2.645005055,2.509723343,2.311550584,3.045812699,2.550741229,2.362422532,2.548683212,2.0014109,2.808189898,2.226094919,2.005628703,2.066613769,2.784370288,2.504405163
Hdac10,0.428494713,0.653017449,0.7713307,1.084138949,0.509487542,0.970862415,0.469395209,0.964176373,0.529818063,1.702936269,0.758679373,0.793527317,0.576723589,0.817136555,0.929731923,1.660235048,0.586740546,0.222379614,1.304017917,0.446442085,0.949697222,0.973996394,1.110538821,1.174862814,0.344592717,1.431109834,0.906572366,1.218879344,0.843629415,1.237223255,0.789334028,0.373056694,0.737266565,0.332690289,0.962891185,0.910581783,0.569526404,0.49001684,0.601505708,0.807837346,1.354604956,0.405215948,0.572165475,0.958393489,1.059344904,0.820791816,1.162937614,1.094168465,0.646426461,0.85446185,0.481004006,1.501588985,1.001869549,1.155351435,0.714340836,0.463843706,0.417122294,0.92963633,0.524469629,0.477048718,0.537699973,0.2775091,0.774938432,0.703478068,1.446907671,0.714330614,0.723756341,0.870019392,0.960503802,0.226541832,0.98831198,0.720442218,1.157674806,0.708188697,0.83852664,0.280310953,1.008505293,1.115882352,0.935024282,1.184325002,1.158479713,1.174539314,1.42674618,0.825914557,0.789208105,1.096727577,0.204934122,0.960571922,0.336332742,1.163020731
Hdac11,0.479939109,0.193138777,1.164902276,0.274140169,0.52907256,1.086928863,0.446515137,0.118213276,0,1.133543514,0.042061633,0,0.505893178,0.058949173,0.686968609,0,0.704887687,0.110500981,0,0.761666792,0.614591401,0.069544552,0,0.45729762,1.466973118,0.546359647,0.191292716,1.087761356,0.108425655,0.20090012,0.151553968,0,0.283542779,0.162848815,0.025574798,0.213208359,0.382057581,0,0,0,0.494965582,0.73992008,0.357359455,0.836163505,0.252491904,0,0.151459249,0.740707105,0.670494106,0.465263795,0.659384956,0.062088995,0.191198183,0.502311527,0.881890338,0.149344741,0.109525619,0.14507701,0.143966808,0.830323022,0,0.042621917,0.135982435,0.213222681,0.186684553,0,0,0,0.092778974,0.030175132,0.91152439,0,0,0.628066567,0.158027574,0.270904807,1.074006471,0.667154384,0,0.197334792,0.238732218,0.092385447,0,0,0.387734156,0.660705247,0,0.020428037,0.064212042,0
Hdac2,1.668806279,2.096515093,1.844777362,2.160106937,1.981806838,1.829266117,2.3827235,1.497608665,1.875700894,1.907123653,1.918553812,1.647690789,2.131675003,2.15418103,1.927191977,1.595759786,1.278300054,2.651494857,2.104482298,1.682180342,1.843559628,1.795672437,2.123860605,2.084740153,2.53989105,1.116819663,1.534907942,1.471563774,2.283737775,2.088302765,1.977284938,1.682343645,2.132559712,1.753026393,2.004215621,1.934331219,1.322403549,1.683804742,2.414537396,1.846710265,1.404896723,2.328622337,2.15532129,2.386102861,1.469296334,1.855976978,1.999844323,1.99887988,1.561624354,1.876473029,2.050031466,1.550450978,2.030366714,1.655752631,1.848740329,1.844369967,1.466347375,2.36799249,1.778681723,1.649972554,1.996892708,2.431044458,1.533734017,1.893201394,2.09746751,2.168711124,1.726519412,2.344419022,2.061839478,2.072840435,1.989410982,1.798493393,1.636330475,1.902597462,2.587512042,2.263286215,1.628125944,1.919805717,2.354579321,1.740150187,1.933111923,1.660884818,1.451240001,1.533272806,2.197205087,2.404042277,1.421698496,2.320962176,2.085631181,2.054943542
Hdac3,1.445537453,1.503983094,1.14505432,1.299768729,1.890199337,1.215606933,1.554384455,1.398350102,1.248899334,1.35812836,1.320964744,1.302209646,1.618762843,1.788999535,1.186271096,1.952937925,1.35588973,1.343649108,1.486986112,1.244902428,1.548289127,1.757351794,1.430806557,1.508068116,1.499810304,1.222220429,1.631232909,1.966029166,2.00861573,1.964437943,1.492635313,1.395740392,1.380683362,1.092534665,1.705106128,1.6217929,1.480260741,1.492637104,1.785881862,1.812254578,1.118376069,1.500803731,1.536345874,1.504817619,0.775515663,1.260297319,1.135119785,1.570064632,1.40695949,1.45374304,1.690840914,1.577340871,1.663533414,1.230303665,1.21801542,1.616920328,1.508362789,1.70464062,1.448863957,1.688029413,2.004248125,1.270940525,1.48148952,1.016975019,1.602104509,0.918300833,1.550890776,1.402180767,1.44162663,1.232289889,1.292343939,1.27451045,1.275979483,1.353381162,1.766602091,1.726875375,1.593574438,1.091216463,1.183549694,1.287989549,1.604086719,1.519227082,1.526027328,1.353195532,1.231102511,1.568740259,0.973518443,1.308843908,1.275761608,1.651626682
Hdac4,1.372739623,0.904555232,1.902030461,0.592290602,1.150480704,1.878590338,0.938216922,1.107153809,0.769644087,1.515038924,1.024801392,1.290188821,1.459110342,1.595438739,0.742941982,1.281852032,1.911585409,1.056402179,1.281639552,1.066912603,1.816151737,1.199730613,1.518453239,1.421244308,1.713676389,0.987450507,2.139678424,1.339759079,0.585069003,0.963832126,0,1.352318254,1.169144489,1.832901211,0.974836513,1.120055958,1.226224158,1.39813656,1.860766594,2.259095355,2.233189941,0.885357955,1.375004437,2.065930572,0.932756336,2.254814884,1.491578045,0.892324749,1.908277582,1.69125097,1.219806649,1.790708274,1.062428824,1.85434127,2.09304023,1.098757316,1.357123409,1.808435242,1.475268202,0.671262087,0.91299821,1.525675129,1.725564687,0.504760962,1.185191004,1.803716787,0.862621077,1.350893482,2.097222276,1.420969236,0.982581885,1.093199677,1.67527661,1.47278139,1.759805067,1.057531085,1.366000573,0.957907888,1.168528556,1.072477067,1.394963851,1.244471116,0.373187908,1.386978229,0.5545369,2.338450741,1.895052836,1.854432679,1.079988365,1.936250151
Hdac5,1.916049958,1.545619423,1.638196865,1.678447668,1.62208547,2.323546843,1.205492372,1.778672139,1.705422464,1.60806271,1.502981415,0.363940769,1.243929157,2.222629583,2.000772725,1.152031608,1.602928825,1.735899426,1.332527908,1.088528258,2.287447461,1.26747836,1.495283086,1.738859653,1.995653952,0.713081867,1.300934092,2.275456391,2.649121016,1.466116006,2.697647836,0.864154441,2.910827162,1.006911658,1.608212522,1.507642913,1.817401791,0.612343977,1.187525378,1.736959333,2.155182532,2.071151668,1.833353648,1.397859412,2.096547006,1.827725089,1.961656885,1.721498034,0.902256884,1.839918066,0.91382429,1.799849684,2.091254458,1.937729304,1.987617881,1.341452288,1.599631391,1.134541525,1.642305386,0.793626248,1.473618317,1.311940254,1.593114453,1.27686929,2.055863753,1.386639309,2.34405955,1.656319739,1.422789154,2.303598307,1.787312363,1.418842372,1.471478701,2.082158675,1.205848379,1.510611343,1.403099465,2.612533544,0.982467741,1.263441231,1.534873499,1.700100222,1.514041213,1.880350302,1.083691048,0.559512411,0.965973631,1.300100693,1.688496567,2.283381232
Hdac7,0,0.365158669,0,0.566656756,0.19501318,0.195269165,0.700805927,0.145490587,0.066338787,0.157889444,0.346485329,0.102785017,0,0.123885555,0.528233626,0.354520281,0.219697504,0.704298464,0.45225449,0.506588703,0.29359087,0.474768612,0.396689424,0.256680664,0.514340374,0.302323711,0.292072928,0.376496015,0.584942413,0.835793832,0.779970414,0.66896666,0.31433894,0.397070939,0.60587214,0.378774378,0.26752312,0.046375344,0.635021941,0.143248638,0.38676332,0.545670063,0.234895609,0.418779501,0,0.235621107,0.342439446,0.310522062,0.485569957,0.513976003,0.218075651,0.368601803,0.687684143,0.704486264,0,0.619162549,0.388063276,0,0.590081276,0.205162233,0.168082804,0,0.607308162,0.028528537,0.256467924,0.470600802,0.20843066,0.063693611,0.233531045,0.151923167,0.319765363,0.333946296,0.117429364,0.640777984,0.150973197,0.447118789,0.450653894,0.208030692,0.513222136,0.107370465,0.2067049,0.752997562,0.424044691,0.089034718,0.295242465,0.361517569,0.243224011,0.142527221,0.619473045,0.225948686
Hdlbp,4.687064015,3.301750736,3.377183354,4.418564979,3.605892831,4.278352913,3.813824425,4.155131369,4.211419537,3.166535972,4.001620361,3.995555252,3.263231718,4.218833885,4.57872667,4.132804219,4.418208024,3.897503813,4.241350389,4.798641858,3.786359024,3.765649768,4.609112978,4.155489752,3.423747133,4.377822346,3.976267787,3.83868844,3.977095112,3.618333428,4.429182872,4.156564852,4.513755118,3.818115261,4.088889446,3.989678115,3.860666432,4.25568532,3.478922894,4.397709052,4.025267793,4.74761886,3.855620609,3.721316135,4.346020657,3.959139833,3.994528311,3.995079114,4.451135803,4.831047048,3.07108842,3.832686347,3.477782961,4.573299467,3.843365382,4.070150178,4.143536701,3.650482694,4.207600919,4.101911706,4.063118637,3.29083403,3.792876367,4.006142205,4.035147771,4.166751834,3.631241162,4.054771277,3.874901591,4.02002071,4.288740392,3.682022286,3.733696669,3.764688497,3.508701388,4.232905078,4.604409102,4.453514951,3.898400049,3.780700857,4.236778534,3.803133291,4.135606233,4.017888329,3.85334918,4.183847222,3.316347751,3.690336812,4.176558217,4.455569572
Hes1,0.493205351,0.331259977,1.152729275,1.548279904,0.380939972,0.512258078,0.853219725,1.006943714,0.751308192,1.543110229,0.265286226,0.218027088,0,1.064123829,1.056756564,0.13196089,1.651601306,0.490249643,0.941473879,0.272319786,0.350938119,0.424324892,0.831821037,0.976460517,0.060718478,0.817794118,0.341384196,1.012773644,0.724495444,0.910562997,1.205545764,0.325634745,1.30645419,0.269807209,1.071464895,0,0.416724844,1.171301073,0.404234012,1.229733552,1.342029896,0.876864814,0.920696021,1.200603917,0.56934871,0.813718852,0.606070365,0.137794356,0.240109721,0.176070034,1.027511961,0.477973431,1.147673933,0.457584481,1.272932104,0.120074698,0.328905192,0,0.53190568,1.522216694,0.390746074,0.196746161,1.680261115,1.422508526,0.780773023,0.483993314,0.518171658,0.102002541,0.609074153,1.140165804,0.790583422,0.353136132,0.288625977,0.634130084,0.337133711,0.927738916,0.917701018,0.757889422,0.090827314,0.44183857,0.06508826,0.952912101,0.035407274,0.251803003,0.315924918,0,0.75266997,0.637664422,0.554063161,0.365936958
Hes6,0.199801878,0.905808292,0.443308586,0.545361225,0.44543886,0.189127035,0.438755534,0.530711273,0.621892718,0.608504162,0.231749737,0.941311215,0.269953647,0.421030476,0.803846878,0.401661986,0.535184597,0.345282129,0.23350002,0.079683546,0.512541902,0.415642325,0.649385498,0.515721041,0.553489958,0.322645506,0.435307837,0.205594474,0.742550486,0.28691016,0.042644885,0.939782389,0.537543645,0.544896148,0.540416873,0.544714184,0.178941531,0.637348166,0.252508403,0.251765814,0.439867768,0.318862916,0.782109622,0.502088702,0.794547187,0.659868685,0.549151338,0.979203791,0.295838312,0.182038953,0.553364474,0.720348696,0.201651164,0.240464599,0.475047221,0.190788579,0.246888143,0.220260271,0.422628465,0.465328995,0.339618005,0.613381846,0.54718656,0.384981597,0.351361047,1.131192326,0.528393516,0.316783157,0.399196419,0.48824536,0.552878479,0.61144119,0.452377192,0.197657566,0.275093094,0.349408087,0.590829293,0.382653161,0.390733825,0.479167312,0.717632943,0.244275113,0.187505823,0.260116941,0.269287244,0.560022732,0,0.766124467,0.440900306,0.232043154
Hey2,0,0,0,0.048476373,0.033215293,0,0.04069062,0,0,0.123563238,0.317637193,0,0,0,0.243025292,0,0.100699778,0,0.091317278,0.185369336,0,0,0,0,0,0.180307738,0.126571592,0.180312014,0.150765289,0.06915301,0,0.10844086,0.167546981,0.151788288,0,0,0.015251941,0,0.155525541,0,0,0.110534426,0,0,0,0.111049765,0.257324783,0,0,0.263130165,0.260629126,0.157834246,0.029555078,0.16404984,0.13710189,0,0,0,0.122494821,0,0,0.126925195,0,0,0,0,0,0,0,0,0.016610121,0,0.083714442,0,0.349246629,0,0,0,0,0,0.216402348,0,0,0,0,0.205002831,0,0.137467762,0,0.256653609
Hif1a,1.989373009,2.080499958,1.528032687,2.097335139,2.565094155,1.708859128,2.500772976,1.794639923,2.293518612,2.682085011,1.922792384,1.872471202,2.21301456,2.297726892,2.276168014,2.204908434,1.94109926,2.258024641,2.092331264,2.496332239,2.43062926,2.831916123,2.332543145,2.223115153,1.845244729,1.855467664,2.588498461,2.402800099,2.325480418,2.492385883,2.116727338,1.980861507,1.968676163,2.158263924,2.085927015,1.983897384,1.898768074,2.521280102,2.709092327,2.590274299,2.324861091,2.519731151,2.444388684,1.601682829,1.914111242,2.395860178,2.292963675,1.916802499,2.309047869,2.36931459,2.73663418,2.067640976,2.116073645,1.70798238,2.554930229,2.526355743,2.117167971,2.260255063,2.28812272,2.300312021,2.392855463,2.395211279,1.874652043,2.247482434,1.94187912,2.086835157,2.358521529,1.89871245,1.879714545,1.911600602,2.197559929,1.927187698,2.325086396,2.303254086,2.386499572,2.482179031,2.518823854,2.578780482,2.085333195,1.311537634,2.104192055,2.584861177,2.008027831,2.269281337,2.137284339,2.057549541,2.207661885,2.329248701,2.797356672,2.150714697
