X,H9_72h_001,H9_72h_002,H9_72h_003,H9_72h_004,H9_72h_005,H9_72h_006,H9_72h_007,H9_72h_008,H9_72h_009,H9_72h_010,H9_72h_011,H9_72h_012,H9_72h_013,H9_72h_014,H9_72h_015,H9_72h_016,H9_72h_017,H9_72h_018,H9_72h_019,H9_72h_020,H9_72h_021,H9_72h_022,H9_72h_023,H9_72h_024,H9_72h_025,H9_72h_026,H9_72h_027,H9_72h_028,H9_72h_029,H9_72h_030,H9_72h_031,H9_72h_032,H9_72h_033,H9_72h_034,H9_72h_035,H9_72h_036,H9_72h_037,H9_72h_038,H9_72h_039,H9_72h_040,H9_72h_041,H9_72h_042,H9_72h_043,H9_72h_044,H9_72h_045,H9_72h_046,H9_72h_047,H9_72h_048,H9_72h_049,H9_72h_050,H9_72h_051,H9_72h_052,H9_72h_053,H9_72h_054,H9_72h_055,H9_72h_056,H9_72h_057,H9_72h_058,H9_72h_059,H9_72h_060,H9_72h_061,H9_72h_062,H9_72h_063,H9_72h_064,H9_72h_065,H9_72h_066,H9_72h_067,H9_72h_068,H9_72h_069,H9_72h_070,H9_72h_071,H9_72h_072,H9_72h_073,H9_72h_074,H9_72h_075,H9_72h_077,H9_72h_078,H9_72h_079,H9_72h_080,H9_72h_081,H9_72h_082,H9_72h_083,H9_72h_084,H9_72h_085,H9_72h_086,H9_72h_087,H9_72h_088,H9_72h_089,H9_72h_090,H9_72h_091,H9_72h_092,H9_72h_093,H9_72h_094,H9_72h_095,H9_72h_096,H9_72h_097,H9_72h_098,H9_72h_099,H9_72h_100,H9_72h_101,H9_72h_102,H9_72h_103,H9_72h_104,H9_72h_105,H9_72h_106,H9_72h_107,H9_72h_108,H9_72h_109,H9_72h_110,H9_72h_111,H9_72h_112,H9_72h_113,H9_72h_114,H9_72h_115,H9_72h_116,H9_72h_117,H9_72h_118,H9_72h_119,H9_72h_120,H9_72h_121,H9_72h_122,H9_72h_123,H9_72h_124,H9_72h_125,H9_72h_126,H9_72h_127,H9_72h_128,H9_72h_129,H9_72h_130,H9_72h_131,H9_72h_132,H9_72h_133,H9_72h_134,H9_72h_135,H9_72h_137,H9_72h_138,H9_72h_139,H9_72h_140
POLR2F,5.380702611,6.21960551,5.860233765,6.050122543,5.345278813,4.205168816,1.579862229,6.816042465,5.860112379,4.375095833,4.495769724,4.8315799,4.445157533,5.977090948,5.837327325,7.269713362,5.509786719,0,5.203194823,6.072860245,6.94978601,6.133949089,5.79760413,6.347117454,5.645108727,5.569643587,5.700451342,4.861012106,5.325180565,5.704553707,5.624478913,3.30589431,4.656491474,6.302050966,6.067537535,6.652801114,5.308107669,6.623704456,4.759568553,5.062729534,5.666112869,5.977929745,5.029256032,5.460099336,6.045026578,6.828826188,6.276273242,4.251738379,5.475299895,5.754431056,6.370363267,5.786920611,4.494815522,5.887074191,5.318847954,5.19236686,5.353379666,2.978049217,5.821406756,6.55748205,2.076808442,4.725932417,5.735354906,5.515385169,5.00385767,5.338244839,5.243973216,6.144239,5.672010437,5.483417297,5.511070068,6.537517701,4.913490692,3.375998207,3.452521252,5.394398889,3.90703933,5.021082922,5.165011493,5.514034376,5.287192636,5.653259325,4.24785735,4.745913341,2.529109202,5.246238796,5.726312958,6.504725719,4.807641965,3.63507809,5.792148213,4.911538194,6.069737841,4.884383773,4.471999631,4.279081583,6.142119236,5.300683346,5.732245373,4.691038686,5.611394943,0.807423451,5.298441089,4.684427062,5.842659803,4.935386362,4.916723337,7.1248502,3.165664696,3.629010998,5.534488608,6.497709216,5.097639993,3.91521536,4.783809585,6.96033195,5.981525239,5.646163518,5.665607183,5.468742123,5.060759828,5.678208685,6.161491813,5.945231483,5.142601943,4.816480336,6.344473532,6.410802983,5.5320324,6.382118145,3.599353496,6.692003769,4.526029062,5.336201739,5.188450331,0,3.620867057,5.172250003
POLR2G,0,5.539592222,6.459353868,5.958463902,6.651573223,6.312939735,6.086972764,1.50119036,5.111859838,5.838292456,5.433759015,5.093495858,4.753778629,4.377760749,6.650662868,3.784091598,5.246201895,4.928627471,7.101683803,5.422343338,5.387977233,0,6.747446556,3.587823739,5.674267606,2.624309407,5.318267111,4.090417616,3.399909567,7.535041892,4.228238881,4.790169019,4.966933044,4.94305813,6.613824294,5.480735551,5.070874483,3.954217531,5.732689681,6.973844287,6.824234467,5.57050201,6.431190093,5.648641918,7.021220399,6.043851424,4.90067082,5.562357761,5.770048979,4.59214716,6.955378255,4.812816706,6.622419793,4.688236674,4.772130806,6.214982898,5.654699489,5.975281736,4.932952373,2.500658005,6.122387388,5.583409055,7.097104453,6.573489987,4.493189736,4.306559599,2.600306682,5.386349066,5.923736451,6.883407122,5.999313022,5.190857207,2.667164727,0.817325479,7.492284777,6.790627356,3.979971376,6.332766805,6.462608617,5.296894173,5.040523663,5.065382857,0,4.124237818,6.049182159,5.985556982,4.792465131,5.576634577,6.276418238,7.587626939,5.430488146,6.04825432,6.32918807,6.579764324,5.778026524,6.632443098,7.385852675,7.353378087,6.308132998,5.539894954,5.804031379,4.303932548,5.613018618,6.262782463,6.448989646,6.154013242,6.314257844,5.595465545,6.286822014,4.209097683,7.409087651,4.609128392,6.922808062,5.66442975,2.610024834,7.580473827,6.825436316,5.566904554,6.346616569,6.821413357,5.763569967,5.376779167,5.467896597,6.506244546,5.522843004,5.163626116,5.881582419,6.716345467,5.885028121,5.144865329,6.939056163,5.280645472,4.107648726,5.546961844,5.336491634,5.890144817,6.357560498,0
POLR2H,7.354495356,6.285839476,5.989317094,6.451325101,5.787303757,4.696084437,6.858986938,6.122125347,3.734721847,4.900459669,4.757720713,6.513734391,4.658057496,5.9157009,5.382919646,5.580313127,7.206832701,1.374168848,3.66526812,5.956051603,0,2.985987908,5.833481432,5.953154753,5.522196273,5.090078662,3.803868481,2.890240694,4.97285578,4.563127476,6.731063434,4.130027237,6.370551606,6.409946221,6.429754678,5.682872264,4.432733045,0,4.362176061,4.764848406,5.836909994,5.683642034,2.175455189,4.425317636,5.734855863,5.659355235,5.765832864,4.487658535,5.942588088,4.119068794,4.870504451,6.94225547,5.263876945,0,2.479799401,5.058803581,2.743594902,4.042486819,5.628098652,0,5.005147587,1.373770278,5.310435701,6.929474453,0,4.498652334,4.080309431,5.256416643,4.775111085,0,6.481109357,3.682803062,0,5.935666325,4.878786578,0,2.502631578,5.84455634,4.679169433,3.911470753,3.975302258,3.564118088,0,5.178962847,4.964566231,5.18648992,0.800756202,5.501328091,5.375329932,1.947121371,4.946697895,5.571521487,3.653024541,1.258206078,5.353224533,2.486376814,4.283336351,5.978549448,5.385124113,4.545227954,5.206160888,5.149902511,7.125823918,2.102681342,2.892171558,5.425878518,5.909429667,0,5.151845378,3.727572826,5.745887712,0,5.231308065,5.258843011,6.029558638,0,5.574078613,5.424287796,6.253181073,4.899977156,5.813280016,5.757591045,7.080341665,6.138936126,6.097307881,5.71610975,5.231236189,4.861219205,6.29856664,4.775298756,0,3.909439734,5.207852422,4.022432432,5.51285715,0,5.696571673,0
POLR2I,6.059328192,4.983422505,5.170912636,6.817921966,5.368637856,4.44935945,5.116063702,3.788198395,6.075843415,4.661560971,4.437146763,4.253617662,1.10744254,5.487182024,5.849677111,0,2.911000381,6.607600664,5.606948691,4.854104713,0,3.891939508,4.558476602,5.633271704,4.421880484,5.403510721,4.89985888,0,4.505689107,5.362728524,4.771240891,4.976281545,4.26039726,5.397153339,5.101917857,3.958983642,5.177354849,4.180834751,5.070805118,2.854996012,5.248455833,5.60920963,3.913524281,4.891431147,3.78382768,4.95942615,5.364164463,4.069871654,4.050236372,5.339720226,6.868099455,5.337254581,5.082633616,3.907530602,4.433086003,6.316013777,4.854799056,4.903377563,5.321995196,4.988787844,4.741457959,4.384973008,6.4915405,5.764084359,4.269985198,3.690600529,6.592389736,3.233501253,5.542187876,6.567468922,5.751126889,3.628582693,5.619594067,5.915223291,4.174146658,5.099766353,4.778595782,5.578080097,4.735808865,1.18717441,5.140293353,4.339817395,6.785575238,4.866956704,3.60110464,5.235075294,4.370039452,4.211357148,4.454789035,0,4.676579823,3.632959795,6.139104027,2.371821935,3.421320868,3.351540336,5.399409888,5.779500109,3.845403121,5.314196949,4.318713443,6.157454057,4.920030492,5.082215135,5.430018938,3.410979068,5.280045289,6.039118132,4.226416395,5.303414258,4.155691109,1.645131421,4.477291574,4.135264888,6.074185472,2.117832415,4.493506753,5.088204139,6.248104456,5.416838383,4.544718436,4.536425547,5.282856738,5.13150278,4.979518146,5.215146574,4.455422134,5.41906396,4.467697306,4.941048976,4.706715313,0,4.098885675,5.874316486,3.966494971,2.486258894,4.441022187,5.820398545
POLR2K,0,6.496293054,5.183558901,6.535672086,5.128789018,7.082966434,7.421445335,7.35700474,6.730869156,6.900925569,6.239659606,6.113472663,5.890179033,6.579600911,5.229362214,8.434435012,6.422538176,6.563716616,6.991165361,7.335859907,5.554068993,6.712047493,6.838539958,7.338229354,6.118036816,6.112486681,6.519847846,4.938496513,7.834163771,6.529897072,7.439042841,6.197427963,5.754381475,6.809521058,5.913495766,5.111883885,5.690470672,6.350640194,7.007236147,6.040983499,5.899942522,7.094733154,6.557777524,6.604125946,7.269430629,4.76697069,7.848773069,6.493825553,6.798208368,6.841374917,6.788954903,5.2465223,6.779591428,6.836584355,6.362172344,6.989728056,6.746190833,6.498723247,5.234122332,6.64067905,7.367678435,7.234559854,4.762184626,7.177312103,6.111644332,5.269637498,7.495933622,6.237420671,6.617558663,2.280719901,6.363445244,8.099636724,3.620379654,0.817325479,5.538351857,7.189778947,6.523719582,7.489001684,2.027661992,7.447415004,6.735436999,7.071866521,0,8.069956469,5.606487131,6.368247388,7.157090918,2.214376414,6.644150886,6.234303851,6.942397916,7.618609381,6.29919614,8.415063202,7.170507338,6.146138148,6.894056624,7.286683945,7.864441364,4.545227954,6.019035893,5.592613619,5.697465421,6.799408753,6.820955679,6.443639585,6.182338512,6.729912413,4.293130954,6.785897025,6.722424036,6.774997026,6.961801313,4.906998533,5.644126309,2.94126157,6.983759713,6.104749229,6.277113354,5.052511046,6.98523759,6.731143843,6.413476798,5.945231483,6.825820031,7.013717344,6.550668202,5.83618497,7.039259227,4.547636608,4.039564911,5.835573193,6.188201673,7.93295997,7.735621878,7.609055481,7.635114993,8.550564704
POLR3E,0,4.570279896,1.491802415,5.540642459,5.194027724,0,4.817042197,4.684554204,5.941194027,5.674999975,6.697563376,0,5.033784026,0,0,0,5.070688915,4.769298732,3.573832188,0,0,2.157476546,2.722976809,1.855901638,1.015596115,2.035460156,5.653902351,0,5.501789532,0,2.021140641,1.823688527,4.145400585,5.022912421,0,0,0.893899681,5.637305764,0,5.895951859,0,6.03647573,5.342321123,5.203604756,5.411835412,4.817544457,0,2.462723413,4.746306388,2.278966969,4.099671912,0,4.42036354,0,5.399300689,2.408938308,0,3.704717131,0,6.292656863,0,0,0,3.730117029,5.776160302,4.720492201,4.832440853,0,0,0,0,0,0,0,0,4.035425078,0,0,0,1.18717441,2.563029924,0,0,0,4.438247852,4.543947983,3.509467288,0,4.554873859,0,2.173289074,2.16723459,3.449620684,0,0,0,4.174020158,5.877387348,2.666677876,0,0,1.322024034,2.569101963,0,5.277222169,5.059989885,0,0,2.658929248,5.764502497,0.79197826,0,4.640001872,0,0,0,3.031266079,0.920189758,0,0,2.747064267,4.273820317,0,0,0,1.627882222,0,3.456638668,5.303058916,1.377997378,5.741804766,6.152439737,5.06518731,6.690882468,5.42736774,2.486258894,1.527937172,4.211715579
POLR3G,0,0,0,1.603813005,0,7.326415291,7.025824423,0,3.315367333,0,0,0,0,0,2.382160602,0,5.326550781,0,0.831169433,0,0,0,0,0,0,0,0,0,0,4.923505627,4.228238881,0,0,3.150245712,0,0,6.305523422,0,3.230410175,0,4.332359221,0,0,6.337978115,0,0,2.760048102,6.511772785,0,0.973299584,0,2.567642963,2.138172025,0,1.100674783,5.19236686,6.495995907,0,4.073573404,0,0,0,0,1.537957365,0,0.955613297,0,0,6.65779247,0,0,0,0,0,0,5.437753229,0,0,0,0,2.835286144,0,0,0,0,0,0,0,3.322196003,0,0,1.11361516,0,0,2.654921809,2.678446374,6.78674861,0,1.877676244,0,0,0,3.758245189,0.866921644,6.436084678,3.099580492,0,0,0.915283951,0,0.79197826,0,5.221572929,2.109207501,0,2.117832415,0,2.449382007,0,0,4.739347645,4.411089761,2.969078089,4.887782122,0,0,2.66690811,0,0.811071906,0,0,0,0,4.498582637,1.858798807,0,0,0
POU2AF1,7.796984566,5.1770028,6.288915286,3.737546935,6.421409938,7.625305084,5.921470729,5.271356765,4.839205092,7.707718083,6.341145712,7.082768264,4.502502401,6.038243302,5.644642017,7.148067599,5.591732463,5.842457991,6.679874553,4.763390241,7.825129625,5.563099936,6.003430105,4.747419154,7.373355488,6.47549767,6.319878207,6.215510657,5.190616197,6.54565121,5.839042934,7.313381109,7.08998479,5.436469153,4.813129047,5.956901891,7.089033007,7.505198949,6.759693816,6.601866766,6.816576875,6.837888227,7.086925362,6.441750139,2.827100162,4.492251269,6.836003244,6.77246754,6.10105683,6.054579793,5.258656458,6.472078568,7.282539209,7.535023807,6.482099272,4.983151964,6.915983796,6.308042375,7.383042138,6.800699594,6.554585968,6.688021801,7.155717632,5.349135417,7.064016157,6.795812812,6.870787171,5.515799673,5.175623099,6.118424869,6.539108192,6.916745917,6.877498511,5.065981079,7.342309181,2.460438249,7.221766892,5.307705205,6.141833036,6.004543272,5.722328291,6.389863592,6.635318324,4.808913323,6.260897429,6.633187883,3.715821861,5.646981988,5.209742994,5.690351535,3.96786797,2.716979235,5.691700542,3.80387851,6.765640317,7.55200989,4.12434189,5.021735534,2.717432702,5.658117583,7.397259322,7.20022367,4.068395729,7.412847056,6.000409538,6.147023615,5.040154476,6.835633212,7.185634522,6.85326429,4.256855412,6.008358901,5.204766905,3.141158038,7.165777448,6.657905331,5.865880098,7.245694622,7.25927633,6.61376621,3.707635151,5.957760819,5.648344717,6.624190599,6.707611826,6.33587105,6.776465362,6.073788621,4.477014427,4.432696586,3.583083991,6.138719536,6.434647196,6.971798653,6.344295496,6.643636944,5.131666745,7.030279062
POU2F1,5.344509131,5.296843185,6.991029234,3.847237883,3.470291108,5.69773006,6.534786427,5.849550922,6.9889708,6.839284335,5.698975151,5.627009694,5.675890533,5.114433706,6.581157589,6.876211128,2.623579305,2.707711166,3.71747134,6.77679105,6.852997859,3.99262053,2.39445274,6.736789042,5.251306021,2.09598346,3.42285949,0.899857811,7.607014214,7.021100147,6.668403193,3.761238659,4.603576951,7.433789365,6.319194113,6.951518447,8.239030587,3.817923357,2.914673795,5.557707258,6.807728318,7.070803172,5.142049545,4.984925487,0,5.736555632,4.883134706,3.21421098,6.68408991,3.761473384,7.363121613,2.3582656,5.936106357,6.318187134,6.362774398,5.555807018,5.999435018,1.590801326,5.60481268,4.144869956,2.306935204,2.586205281,6.449013412,2.855002127,6.016265526,5.76442424,2.672479437,4.450854987,1.953882332,5.543940605,4.592908894,2.446946691,5.827099214,5.966061642,6.791330437,4.551036429,6.618021048,5.348590335,4.870912808,6.683801535,2.434629204,2.383179744,6.066823486,8.319742512,7.266145176,3.125959897,6.548602538,6.447196326,6.199867822,6.826179793,5.552051461,6.522515923,4.649747594,5.962031947,6.069821359,7.050814764,6.19735828,4.626828327,1.926713392,5.838388886,3.634961899,5.746872765,4.64390232,3.038471534,4.858382688,4.519621472,6.692755594,8.409405024,6.270689242,2.789407623,7.72692818,7.589767712,5.758230556,7.424850782,0.83688705,8.090512607,5.27180969,1.89942098,6.190041743,4.145964503,4.510168556,5.52207629,2.987832428,2.488231466,4.76517574,5.330821556,5.347025963,4.152424292,5.77363627,2.094271581,1.528207746,8.2478659,5.359846035,6.304845188,4.288876154,3.584246906,4.902811077,6.731876312
POU2F2,0,0,0,0,0,0,0,3.343949127,0,0,0,0,0,0,1.635329273,0,0,0,0.831169433,0,0,0,0,0,1.008286593,0,0,0,0,0,0,0,0,3.150245712,0.693722333,0,0,0,0,0,1.186717332,0,1.463957893,0,0,0,0,0,0,0,0,0,0,0,1.717692651,0,0,0,0,0,0,0.844574165,0,0,0,0.955613297,0,0,0,0,0,0,0,0,0,0,1.353733957,4.286318802,0,0,0,0,0,0,0,0,0,0,0,0,0.908909981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915283951,0.906715136,0,0,0,0,1.015089584,0,0,0,0,3.302735774,0,0,0,0,0,0,0,0,0,2.069752616,0,0,0,0,0,0,0,2.77463117
POU3F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807423451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POU5F1,6.21990185,4.515019274,4.549074034,4.478888733,3.895151412,5.201630684,2.201896516,4.465943771,3.713951672,3.919285395,4.389089208,2.514496605,3.704546106,4.980088047,4.435930409,6.1016194,4.487592692,3.533572228,4.427753857,4.798193134,6.301307061,5.395271422,3.29214407,2.111070058,3.926204371,5.1898247,3.902231837,4.496134916,3.7399793,4.249397036,3.136593168,4.573366018,4.75278716,3.820701083,4.25996878,4.530964007,4.217348659,4.961034842,1.639218732,4.680368209,4.323189609,3.840279903,2.685761163,3.518289239,4.276666967,4.534588222,4.50897939,4.143550378,4.871168913,3.760448238,3.704620242,3.100543106,4.623838381,4.803490651,4.522733779,3.139696354,4.37113454,4.272998761,5.286612219,5.211947698,3.126919824,4.446816026,4.032850561,3.732185333,4.356730517,4.460995405,3.42654871,4.836427494,4.241185158,5.309480235,4.865554049,3.478488352,2.011740637,4.671282974,5.244856705,3.630113744,1.789958427,3.808818736,4.78118753,4.291402529,4.755311854,3.586686392,7.155225385,2.591107081,4.292449319,3.318623141,2.485552201,3.860526501,3.341542488,6.384882519,3.157846639,3.056714416,3.666243898,4.33645345,3.316530577,3.587144325,4.761109885,3.799173717,0.800963603,4.26623194,4.494378294,4.185819469,4.579492954,3.868749515,4.156278562,3.15860032,3.681234656,3.826657178,3.755899812,4.173871449,2.296675201,3.666257424,3.369325009,4.471182575,4.08047284,6.535448841,5.048123169,4.070713007,4.363510742,4.875639624,2.749109151,4.422826604,3.816755091,4.258300585,5.432417245,4.297849331,4.517405677,4.329788028,4.324551551,4.164640466,3.788605812,5.651372179,4.704787749,4.3315124,2.960580421,5.302599248,1.546663265,4.918589827
PPARA,6.638420856,3.782557167,4.220618285,3.391914168,5.612444058,4.922211915,3.1737616,3.943043068,4.922502585,4.967146141,3.967502974,3.237291451,3.817553465,3.937065567,2.955148015,8.560861269,4.806721482,3.46554214,3.888881573,3.590567888,6.517869888,4.668859366,4.621398491,2.92255384,3.784707448,7.5219947,4.58560541,3.671011668,3.783403352,4.102209916,3.741011883,4.689390999,4.139217039,4.875401176,3.119927832,4.86106435,4.78993941,4.25840337,2.905733253,4.820026546,4.401949667,4.007253873,3.125854175,6.857058409,5.91390565,3.508933556,4.913166129,5.398003544,2.73679246,4.922370884,4.559619429,2.97730172,5.707250117,8.510221334,4.80794085,4.398383498,4.201318079,5.137783169,4.355120176,6.987736611,2.528342165,2.694803151,3.511277095,5.011714818,5.065423071,5.074704515,3.315612634,4.951191877,2.829711315,5.318344788,5.433779689,1.521574999,3.570704153,3.48508969,5.269515369,2.864135567,2.904461595,5.32179664,3.557167879,2.77857039,4.704603242,2.722556456,5.430965529,3.3075006,7.794715188,4.078172992,4.889558214,2.554003413,0,5.902905628,6.047203549,3.432932986,4.162399254,3.490316232,3.344391312,3.843048928,4.776150813,3.40952457,2.652938436,3.526083943,4.635405078,4.21699414,4.230790038,4.064706551,3.084105162,2.015228023,5.513174708,5.143360786,3.007774042,4.999297573,3.570052103,4.134893245,2.798409779,4.306951518,4.558557082,7.576944565,4.172271754,3.048370135,5.146630658,5.528588582,3.410987338,4.032167377,4.06655051,4.821218233,4.564027274,3.718880311,3.813075941,3.908823397,2.827103089,3.562881228,1.603464531,7.885729278,4.231300899,2.796552875,2.720072773,4.320531944,0,5.094197418
PPARGC1B,6.249266494,0,0,0,0,2.854076871,0,0,0,0,0,0,0,0,3.003952644,0,0,0,0,0,0,2.157476546,6.12160873,0,1.605720078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91223751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857307181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459675174,0,2.675505614,0,0,0,0,0,3.628475494,0,0,0,0,0,0,0,0,0,0,6.040034458,0,0,0,0,0,0,0,0,0,2.449382007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733613888,0
PRDM1,8.02579874,4.139969159,7.865341805,6.683354531,7.484077477,8.140335663,6.155680289,6.719093379,6.587108675,8.8732666,3.942431052,9.779329217,0.657472439,7.988442177,6.732394338,11.95340996,6.422538176,6.135286628,5.577356771,9.269204394,8.1395904,7.012004498,7.289694831,7.620272277,9.473966283,8.530735191,5.81563917,8.552122275,8.978785471,5.657396915,5.392015613,8.359865724,0,2.170362049,2.234105244,0,6.588854427,7.681740153,8.952585988,0,6.229354054,5.754421947,8.283969773,4.788250177,1.732252759,6.353666022,6.845994531,7.467523901,9.912901699,6.841374917,8.46001495,7.448951524,5.534824967,7.482015595,8.542949311,2.08172314,7.726577371,8.974935428,7.294689132,6.680544918,9.165347159,6.627539125,5.454983062,8.793092959,7.062984522,0,7.606477761,1.766198708,6.273636807,7.018368474,9.1993467,5.209446231,5.510908307,0,8.902305705,7.138146898,7.75281802,9.241771347,3.492893736,8.867674459,0,8.955478781,8.391577899,4.866956704,10.5462383,4.722845108,6.050876694,8.945783419,5.523853158,7.877717118,6.59486605,5.970053322,3.653024541,4.540504694,8.079661576,4.097013241,7.217005525,6.654378154,0.738730396,9.286006195,2.319221496,9.46360741,3.592597585,7.715872014,6.401055577,9.104089754,6.209705058,8.424629604,8.875507441,1.857708722,6.348005287,9.768325099,1.871550126,1.801533947,9.079815461,9.169218768,5.925854727,6.618645319,6.839881878,5.639064765,4.181141398,6.534814996,3.630397128,5.456408811,7.676441194,7.685644519,6.140751466,3.81732416,0,2.069752616,7.493088556,4.789228548,7.671727558,5.924989068,0,8.362832258,9.626089417,7.662375454
PRDM14,2.775945707,0.900347872,2.645232091,1.905530761,1.243433337,2.560005646,0,1.79557099,2.153004853,1.350315645,1.446199727,2.806055611,0.547798669,0,1.599004948,3.184519249,1.671142766,0,0.91104988,2.786295639,3.461278421,0,1.910406883,0,1.515794857,0,0.898722159,1.349004752,0,0.88509397,2.703189458,6.391484627,4.141693639,0.90715284,0,0,1.542886237,1.221187002,0,3.284142612,1.84437532,2.62504411,0,1.622610786,0,0,3.480597513,0.986580297,0,1.539722151,1.006498931,0,1.593852505,5.342107224,1.1535902,1.135046427,5.460550676,1.151247106,1.81450646,0,0.624633781,0.844574165,0,1.537957365,2.092206233,3.82958707,0.773136975,0.493919935,1.289256557,1.42502181,1.225338211,0.940311631,1.221569473,0,2.56483567,0.82365725,0,1.187359266,1.503960835,0,0,0,2.250145162,3.679483452,1.364466,0,1.424584471,0,0,2.354086168,0.132956988,1.355911876,0,0,2.243418151,0,2.290822377,0.804171762,0,3.556850218,3.323203407,0.795003402,0,0.918133288,0.83025703,5.510875946,0,0,0,2.687302992,0,0.832023078,0.609001225,2.264067131,1.000438381,2.139869418,1.694341763,0,1.234157233,3.847607497,0,1.560844791,1.156697075,2.979238316,2.802651805,5.195252655,3.03973507,0.915032754,1.31842606,1.168178125,0,0,4.536162374,0.961116553,0.627713294,2.563185654,0,2.652583904
PRICKLE1,0,0,5.561210967,5.476005373,3.050178926,4.550252132,3.617456049,6.044220202,5.992822634,7.325978346,2.865656258,0,0,0.895612073,4.649576725,0,7.09658243,0,2.041420916,0,0,2.985987908,0,3.047754463,1.605720078,1.02373668,4.704208136,4.156768402,0,0,0,0,0,0.90715284,0.693722333,3.958983642,0,0,0,0,1.186717332,0,6.064991675,5.940950753,5.939791121,1.968688241,0,8.139075943,0,1.549250993,0,2.840060508,0,0,0,0,0,0,0,2.241092081,0,7.479430898,2.373482798,0,6.254045875,0,2.207035014,0,0,0,3.408758749,3.628582693,0,0,0,0,3.133996951,3.240452839,0,7.645455813,4.530893769,7.005941321,8.486761166,0,2.529109202,0,1.312681412,0,0,9.434967087,7.107212921,6.985251941,6.927892084,7.63603621,7.280216499,0,3.785380516,0,0,6.140106954,0,0,3.19148198,0.866921644,6.968031187,0,7.391343739,0,0,0,0,0,3.696733834,2.931509937,0,0,2.197750346,5.67164421,0,7.533237705,5.454545113,0.974880193,0,0.749386549,1.126713507,0,0,6.146717897,7.4030695,4.934651325,1.160654905,0,0,2.062548298,0,0,0,0
