"Gene1","Gene2"
"PSMD9","TP53"
"PSMD9","CUL1"
"PSMD9","PRICKLE1"
"PSMD9","PLK1"
"PSMD9","CCND1"
"PSMD9","LIMD1"
"PSMD9","HIF1A"
"PTMA","SRSF2"
"PTMA","SRSF2"
"PURA","RAD51"
"PURA","MCM3"
"PURA","RFC3"
"PURA","RFC3"
"PURA","RAD51"
"PURA","MCM3"
"RAD51","TRIP13"
"RAD51","MCM5"
"RAD51","RAD51AP1"
"RAD51","DLGAP5"
"RAD51","NCAPG"
"RAD51","GINS2"
"RAD51","KIF23"
"RAD51","TIPIN"
"RAD51","MCM4"
"RAD51","MCM6"
"RAD51","MCM2"
"RAD51","TP53"
"RAD51","CCNA2"
"RAD51","BUB1B"
"RAD51","CCNB2"
"RAD51","PLK1"
"RAD51","MCM7"
"RAD51","RMI1"
"RAD51","PURA"
"RAD51","BLM"
"RAD51","PRIM1"
"RAD51","DNA2"
"RAD51","REV3L"
"RAD51","XRCC6"
"RAD51","WDHD1"
"RAD51","EXO1"
"RAD51","PARP1"
"RAD51","DTL"
"RAD51","TTK"
"RAD51","CDC20"
"RAD51","CDCA8"
"RAD51","ATRX"
"RAD51","TFDP1"
"RAD51","RFC3"
"RAD51","CHEK2"
"RAD51","DNA2"
"RAD51","MCM5"
"RAD51","MCM6"
"RAD51","RBBP8"
"RAD51","XRCC5"
"RAD51","ATRX"
"RAD51","DTL"
"RAD51","WDHD1"
"RAD51","CDCA8"
"RAD51","NCAPG"
"RAD51","DLGAP5"
"RAD51","CDC20"
"RAD51","CCNA2"
"RAD51","EXO1"
"RAD51","TRIP13"
"RAD51","CCNB2"
"RAD51","BUB1B"
"RAD51","BLM"
"RAD51","MCM7"
"RAD51","XRCC6"
"RAD51","TP53"
"RAD51","TFDP1"
"RAD51","TTK"
"RAD51","PARP1"
"RAD51","KIF23"
"RAD51","PURA"
"RAD51","MCM2"
"RAD51","RAD51AP1"
"RAD51","PLK1"
"RAD51","REV3L"
"RAD51","TIPIN"
"RAD51","CHEK2"
"RAD51","GINS2"
"RAD51","RMI1"
"RAD51","PRIM1"
"RAD51","MCM3"
"RAD51","MCM4"
"RAD51","RFC3"
"RAD51","XRCC5"
"RAD51","RBBP8"
"RAD51","MCM3"
"RARG","POLR2I"
"RARG","MEIS1"
"RARG","POLR2D"
"RARG","POLR2G"
"RARG","EZH2"
"RARG","ASH2L"
"RARG","POLR2K"
"RARG","WDR5"
"RARG","RXRG"
"RARG","RBBP4"
"RARG","NCOA6"
"RARG","KDM6A"
"RARG","NRIP1"
"RARG","NRIP1"
"RARG","PBX1"
"RARG","POLR2H"
"RARG","RBBP4"
"RARG","CRABP2"
"RARG","RXRG"
"RARG","MEIS1"
"RARG","POLR2G"
"RARG","WDR5"
"RARG","HOXB3"
"RARG","POLR2D"
"RARG","KDM6A"
"RARG","ASH2L"
"RARG","POLR2I"
"RARG","POLR2F"
"RARG","POLR2K"
"RARG","NCOA6"
"RARG","EZH2"
"RARG","POLR2A"
"RARG","POLR2F"
"RARG","PBX1"
"RARG","POLR2H"
"RARG","HOXB3"
"RARG","POLR2A"
"RARG","CRABP2"
"RAX2","CRX"
"RAX2","CRX"
"RBBP4","SIRT1"
"RBBP4","MYBL2"
"RBBP4","POLR2I"
"RBBP4","EGR1"
"RBBP4","SNAI1"
"RBBP4","SMAD2"
"RBBP4","E2F3"
"RBBP4","ARID4B"
"RBBP4","MECOM"
"RBBP4","DNMT3A"
"RBBP4","TP53"
"RBBP4","MEIS1"
"RBBP4","POLR2D"
"RBBP4","CCNA2"
"RBBP4","NONO"
"RBBP4","CCNB2"
"RBBP4","CTBP1"
"RBBP4","NPM1"
"RBBP4","PLK1"
"RBBP4","CHAF1A"
"RBBP4","POLR2G"
"RBBP4","UBTF"
"RBBP4","MCM7"
"RBBP4","RUVBL1"
"RBBP4","EZH2"
"RBBP4","DNMT3B"
"RBBP4","CBX3"
"RBBP4","BCL11A"
"RBBP4","ASH2L"
"RBBP4","POLR2K"
"RBBP4","BCL11B"
"RBBP4","WDR5"
"RBBP4","DNMT1"
"RBBP4","GATAD2A"
"RBBP4","ZNF219"
"RBBP4","CCNE2"
"RBBP4","NONO"
"RBBP4","BCL11B"
"RBBP4","MYBL2"
"RBBP4","SNAI1"
"RBBP4","SMAD2"
"RBBP4","PBX1"
"RBBP4","POLR2H"
"RBBP4","CBX3"
"RBBP4","CCNA2"
"RBBP4","PHF21A"
"RBBP4","CCNB2"
"RBBP4","DNMT3B"
"RBBP4","SIRT1"
"RBBP4","ARID4B"
"RBBP4","EGR1"
"RBBP4","E2F4"
"RBBP4","CTBP1"
"RBBP4","UBTF"
"RBBP4","MCM7"
"RBBP4","MEIS1"
"RBBP4","RARG"
"RBBP4","POLR2G"
"RBBP4","CENPK"
"RBBP4","WDR5"
"RBBP4","TP53"
"RBBP4","MECOM"
"RBBP4","ZNF219"
"RBBP4","HOXB3"
"RBBP4","TFDP1"
"RBBP4","ASXL1"
"RBBP4","POLR2D"
"RBBP4","KAT6A"
"RBBP4","KDM6A"
"RBBP4","PLK1"
"RBBP4","GATAD2A"
"RBBP4","ASH2L"
"RBBP4","EHMT2"
"RBBP4","E2F3"
"RBBP4","RUVBL1"
"RBBP4","SKIL"
"RBBP4","POLR2I"
"RBBP4","DNMT3A"
"RBBP4","CHAF1A"
"RBBP4","POLR2F"
"RBBP4","DNMT1"
"RBBP4","POLR2K"
"RBBP4","HDAC9"
"RBBP4","SNAI2"
"RBBP4","BCL11A"
"RBBP4","NCOA6"
"RBBP4","NPM1"
"RBBP4","SAP18"
"RBBP4","EZH2"
"RBBP4","PHC1"
"RBBP4","POLR2A"
"RBBP4","NCOA6"
"RBBP4","TFDP1"
"RBBP4","EHMT2"
"RBBP4","ASXL1"
"RBBP4","KDM6A"
"RBBP4","E2F4"
"RBBP4","CENPK"
"RBBP4","SNAI2"
"RBBP4","KAT6A"
"RBBP4","RARG"
"RBBP4","PHF21A"
"RBBP4","POLR2F"
"RBBP4","PBX1"
"RBBP4","HDAC9"
"RBBP4","SKIL"
"RBBP4","POLR2H"
"RBBP4","HOXB3"
"RBBP4","CCNE2"
"RBBP4","PHC1"
"RBBP4","POLR2A"
"RBBP4","SAP18"
"RBFOX2","POLR2I"
"RBFOX2","POLR2D"
"RBFOX2","POLR2G"
"RBFOX2","POLR2K"
"RBFOX2","POLR2F"
"RBFOX2","ESRP1"
"RBFOX2","ESRP1"
"RBFOX2","POLR2H"
"RBFOX2","POLR2G"
"RBFOX2","POLR2D"
"RBFOX2","POLR2I"
"RBFOX2","POLR2F"
"RBFOX2","POLR2K"
"RBFOX2","POLR2A"
"RBFOX2","POLR2H"
"RBFOX2","POLR2A"
"RBM14","SRSF1"
"RBM14","NONO"
"RBM14","SRSF3"
"RBM14","SSB"
"RBM14","MED16"
"RBM14","NONO"
"RBM14","XRCC5"
"RBM14","HNRNPK"
"RBM14","PPARGC1B"
"RBM14","MED14"
"RBM14","ALYREF"
"RBM14","ILF2"
"RBM14","SFPQ"
"RBM14","U2AF1"
"RBM14","ILF3"
"RBM14","RBMX"
"RBM14","SRSF1"
"RBM14","PPARGC1B"
"RBM14","MED14"
"RBM14","MED16"
"RBM14","SFPQ"
"RBM14","ILF2"
"RBM14","RBMX"
"RBM14","SRSF3"
"RBM14","HNRNPK"
"RBM14","XRCC5"
"RBM14","SSB"
"RBM14","ILF3"
"RBM14","ALYREF"
"RBM14","U2AF1"
"RBMX","POLR2I"
"RBMX","SRSF6"
"RBMX","FUS"
"RBMX","SRSF1"
"RBMX","POLR2D"
"RBMX","NONO"
"RBMX","KHDRBS2"
"RBMX","SNRPD1"
"RBMX","POLR2G"
"RBMX","RBM14"
"RBMX","HNRNPD"
"RBMX","POLR2K"
"RBMX","ILF2"
"RBMX","APOBEC3C"
"RBMX","YBX1"
"RBMX","POLR2G"
"RBMX","SRSF3"
"RBMX","NONO"
"RBMX","RNPS1"
"RBMX","HNRNPK"
"RBMX","HNRNPD"
"RBMX","POLR2D"
"RBMX","KHDRBS2"
"RBMX","APOBEC3C"
"RBMX","ALYREF"
"RBMX","SF1"
"RBMX","ILF2"
"RBMX","UPF1"
"RBMX","ELAVL2"
"RBMX","POLR2H"
"RBMX","SRSF10"
"RBMX","SNRPB"
"RBMX","POLR2I"
"RBMX","SRSF2"
"RBMX","POLR2F"
"RBMX","POLR2K"
"RBMX","ILF3"
"RBMX","FUS"
"RBMX","RBM14"
"RBMX","SNRPD1"
"RBMX","SRSF6"
"RBMX","SRSF1"
"RBMX","POLR2A"
"RBMX","YBX1"
"RBMX","SRSF3"
"RBMX","HNRNPK"
"RBMX","SF1"
"RBMX","SRSF2"
"RBMX","ELAVL2"
"RBMX","POLR2F"
"RBMX","ILF3"
"RBMX","SNRPB"
"RBMX","POLR2H"
"RBMX","SRSF10"
"RBMX","ALYREF"
"RBMX","RNPS1"
"RBMX","UPF1"
"RBMX","POLR2A"
"RBPJ","CCND1"
"RBPJ","DLGAP5"
"RBPJ","E2F3"
"RBPJ","TP53"
"RBPJ","CTBP1"
"RBPJ","CUL1"
"RBPJ","RBBP8"
"RBPJ","TLE2"
"RBPJ","PBX1"
"RBPJ","MAML3"
"RBPJ","DLGAP5"
"RBPJ","MAMLD1"
"RBPJ","CTBP1"
"RBPJ","TP53"
"RBPJ","TLE1"
"RBPJ","TFDP1"
"RBPJ","CUL1"
"RBPJ","NFATC1"
"RBPJ","CCND1"
"RBPJ","E2F3"
"RBPJ","HDAC9"
"RBPJ","TFDP1"
"RBPJ","TLE1"
"RBPJ","RBBP8"
"RBPJ","NFATC1"
"RBPJ","PBX1"
"RBPJ","HDAC9"
"RBPJ","MAMLD1"
"RBPJ","MAML3"
"RBPJ","TLE2"
"REL","NFKBIA"
"REL","NFKBIA"
"REL","NFKBIB"
"REL","PSMD9"
"REL","MALT1"
"REL","CUL1"
"REL","NFKBIB"
"REL","MALT1"
"REL","CUL1"
"REL","PSMD9"
"RFXANK","CIITA"
"RFXANK","HDAC9"
"RFXANK","HDAC9"
"RFXANK","CIITA"
"RNF14","VHL"
"RNF14","RNF138"
"RNF14","SH3RF1"
"RNF14","LRR1"
"RNF14","ASB4"
"RNF14","CUL1"
"RNF14","GLMN"
"RNF14","CDC20"
"RNF14","AR"
"RNF14","ASB9"
"RNF14","ASB9"
"RNF14","WWP1"
"RNF14","MEX3C"
"RNF14","CUL1"
"RNF14","GLMN"
"RNF14","RNF19A"
"RNF14","CDC20"
"RNF14","VHL"
"RNF14","RNF138"
"RNF14","AR"
"RNF14","SH3RF1"
"RNF14","NEDD4"
"RNF14","LRR1"
"RNF14","ASB4"
"RNF14","MEX3C"
"RNF14","NEDD4"
"RNF14","WWP1"
"RNF14","RNF19A"
"RNF19A","VHL"
"RNF19A","RNF138"
"RNF19A","SH3RF1"
"RNF19A","LRR1"
"RNF19A","ASB4"
"RNF19A","CUL1"
"RNF19A","GLMN"
"RNF19A","CDC20"
"RNF19A","ASB9"
"RNF19A","RNF14"
"RNF19A","MEX3C"
"RNF19A","NEDD4"
"RNF19A","WWP1"
"RNF19A","ASB9"
"RNF19A","WWP1"
"RNF19A","MEX3C"
"RNF19A","CUL1"
"RNF19A","GLMN"
"RNF19A","CDC20"
"RNF19A","VHL"
"RNF19A","RNF138"
"RNF19A","SH3RF1"
"RNF19A","NEDD4"
"RNF19A","LRR1"
"RNF19A","ASB4"
"RNF19A","RNF14"
"RNPS1","POLR2I"
"RNPS1","SRSF6"
"RNPS1","FUS"
"RNPS1","SRSF1"
"RNPS1","SMG6"
"RNPS1","NUP54"
"RNPS1","POLR2D"
"RNPS1","NUP35"
"RNPS1","SNRPD1"
"RNPS1","POLR2G"
"RNPS1","HNRNPD"
"RNPS1","POLR2K"
"RNPS1","UPF2"
"RNPS1","ILF2"
"RNPS1","RBMX"
"RNPS1","YBX1"
"RNPS1","SRSF3"
"RNPS1","HNRNPK"
"RNPS1","SF1"
"RNPS1","SRSF2"
"RNPS1","DEK"
"RNPS1","ELAVL2"
"RNPS1","POLR2F"
"RNPS1","SNRPB"
"RNPS1","POLR2H"
"RNPS1","SRSF10"
"RNPS1","ALYREF"
"RNPS1","YBX1"
"RNPS1","NUP35"
"RNPS1","HNRNPK"
"RNPS1","SF1"
"RNPS1","ELAVL2"
"RNPS1","POLR2H"
"RNPS1","SNRPB"
"RNPS1","RBMX"
"RNPS1","SRSF6"
"RNPS1","SRSF1"
"RNPS1","POLR2G"
"RNPS1","SRSF3"
"RNPS1","NUP54"
"RNPS1","DEK"
"RNPS1","UPF2"
"RNPS1","HNRNPD"
"RNPS1","POLR2D"
"RNPS1","ALYREF"
"RNPS1","SMG6"
"RNPS1","ILF2"
"RNPS1","UPF1"
"RNPS1","SRSF10"
"RNPS1","POLR2I"
"RNPS1","SRSF2"
"RNPS1","POLR2F"
"RNPS1","POLR2K"
"RNPS1","FUS"
"RNPS1","SNRPD1"
"RNPS1","SAP18"
"RNPS1","POLR2A"
"RNPS1","UPF1"
"RNPS1","POLR2A"
"RNPS1","SAP18"
"RORB","BHLHE40"
"RORB","BHLHE40"
"RORB","PER3"
"RORB","PER3"
"RUNX1","CCND1"
"RUNX1","SMARCC1"
"RUNX1","LMO2"
"RUNX1","SMARCD3"
"RUNX1","LIFR"
"RUNX1","MECOM"
"RUNX1","CDK6"
"RUNX1","CTSK"
"RUNX1","CTBP1"
"RUNX1","SRC"
"RUNX1","WDR5"
"RUNX1","LIFR"
"RUNX1","MECOM"
"RUNX1","CTSK"
"RUNX1","SMARCC1"
"RUNX1","RSPO3"
"RUNX1","GATA3"
"RUNX1","LMO2"
"RUNX1","CCND1"
"RUNX1","ASH2L"
"RUNX1","SMARCD3"
"RUNX1","SMARCD1"
"RUNX1","YAF2"
"RUNX1","ETS1"
"RUNX1","CDK6"
"RUNX1","PHC1"
"RUNX1","CTBP1"
"RUNX1","GATA2"
"RUNX1","PRMT6"
"RUNX1","YAF2"
"RUNX1","ASH2L"
"RUNX1","GATA2"
"RUNX1","RSPO3"
"RUNX1","WDR5"
"RUNX1","PRMT6"
"RUNX1","SRC"
"RUNX1","GATA3"
"RUNX1","ETS1"
"RUNX1","SMARCD1"
"RUNX1","PHC1"
"RUVBL1","SUPT16H"
"RUVBL1","LEF1"
"RUVBL1","CCNA2"
"RUVBL1","TCF7L1"
"RUVBL1","NPM1"
"RUVBL1","SNRPD1"
"RUVBL1","HCFC1"
"RUVBL1","SUPT16H"
"RUVBL1","MBIP"
"RUVBL1","TLE2"
"RUVBL1","RBBP4"
"RUVBL1","CCNA2"
"RUVBL1","CTNNB1"
"RUVBL1","RUVBL2"
"RUVBL1","EEF1A1"
"RUVBL1","TCF7L1"
"RUVBL1","CENPK"
"RUVBL1","WDR5"
"RUVBL1","TLE1"
"RUVBL1","TLE3"
"RUVBL1","TEX10"
"RUVBL1","UPF1"
"RUVBL1","LEF1"
"RUVBL1","NPM1"
"RUVBL1","SNRPD1"
"RUVBL1","HCFC1"
"RUVBL1","EEF1A1"
"RUVBL1","CTNNB1"
"RUVBL1","WDR5"
"RUVBL1","RBBP4"
"RUVBL1","TEX10"
"RUVBL1","TLE1"
"RUVBL1","CENPK"
"RUVBL1","MBIP"
"RUVBL1","TLE3"
"RUVBL1","TLE2"
"RUVBL1","UPF1"
"RUVBL1","RUVBL2"
"RUVBL2","HCFC1"
"RUVBL2","RUVBL1"
"RUVBL2","CTNNB1"
"RUVBL2","WDR5"
"RUVBL2","TEX10"
"RUVBL2","EHMT2"
"RUVBL2","MBIP"
"RUVBL2","MBIP"
"RUVBL2","CTNNB1"
"RUVBL2","WDR5"
"RUVBL2","TEX10"
"RUVBL2","EHMT2"
"RUVBL2","RUVBL1"
"RUVBL2","HCFC1"
"RXRG","NRIP1"
"RXRG","CRABP2"
"RXRG","RARG"
"RXRG","PPARA"
"RXRG","NRIP1"
"RXRG","PPARA"
"RXRG","RARG"
"RXRG","CRABP2"
"SALL2","SOX2"
"SALL2","SOX2"
"SALL3","DNMT3A"
"SALL3","DNMT3A"
"SAP18","SRSF1"
"SAP18","SMAD2"
"SAP18","ARID4B"
"SAP18","CTBP1"
"SAP18","DNMT3B"
"SAP18","DNMT1"
"SAP18","GATAD2A"
"SAP18","RBBP4"
"SAP18","SRSF3"
"SAP18","PHF21A"
"SAP18","HDAC9"
"SAP18","SKIL"
"SAP18","SRSF10"
"SAP18","ALYREF"
"SAP18","RNPS1"
"SAP18","SRSF3"
"SAP18","RNPS1"
"SAP18","SMAD2"
"SAP18","ALYREF"
"SAP18","GATAD2A"
"SAP18","SRSF10"
"SAP18","SKIL"
"SAP18","RBBP4"
"SAP18","DNMT1"
"SAP18","PHF21A"
"SAP18","HDAC9"
"SAP18","DNMT3B"
"SAP18","ARID4B"
"SAP18","SRSF1"
"SAP18","CTBP1"
"SATB1","CTBP1"
"SATB1","CUX1"
"SATB1","GATA3"
"SATB1","CUX1"
"SATB1","GATA3"
"SATB1","CTBP1"
"SATB2","BCL11B"
"SATB2","CUX1"
"SATB2","BCL11B"
"SATB2","CUX1"
"SETBP1","U2AF1"
"SETBP1","ASXL1"
"SETBP1","U2AF1"
"SETBP1","ASXL1"
"SF1","POLR2I"
"SF1","SRSF6"
"SF1","FUS"
"SF1","SRSF1"
"SF1","POLR2D"
"SF1","U2AF1"
"SF1","SNRPD1"
"SF1","POLR2G"
"SF1","HNRNPD"
"SF1","POLR2K"
"SF1","SFPQ"
"SF1","RBMX"
"SF1","FUBP1"
"SF1","YBX1"
"SF1","SRSF3"
"SF1","HNRNPK"
"SF1","U2AF1"
"SF1","YBX1"
"SF1","POLR2G"
"SF1","SRSF3"
"SF1","RNPS1"
"SF1","HNRNPK"
"SF1","HNRNPD"
"SF1","KHSRP"
"SF1","POLR2D"
"SF1","ALYREF"
"SF1","ELAVL2"
"SF1","POLR2H"
"SF1","SRSF10"
"SF1","SFPQ"
"SF1","SNRPB"
"SF1","POLR2I"
"SF1","SRSF2"
"SF1","POLR2F"
"SF1","POLR2K"
"SF1","ILF3"
"SF1","FUS"
"SF1","FUBP1"
"SF1","SNRPD1"
"SF1","EWSR1"
"SF1","RBMX"
"SF1","SRSF6"
"SF1","SRSF1"
"SF1","POLR2A"
"SF1","SRSF2"
"SF1","ELAVL2"
"SF1","KHSRP"
"SF1","EWSR1"
"SF1","POLR2F"
"SF1","ILF3"
"SF1","SNRPB"
"SF1","POLR2H"
"SF1","SRSF10"
"SF1","ALYREF"
"SF1","RNPS1"
"SF1","POLR2A"
"SFPQ","SRSF6"
"SFPQ","FUS"
"SFPQ","SRSF1"
"SFPQ","NONO"
"SFPQ","RBM14"
"SFPQ","HNRNPD"
"SFPQ","SRSF3"
"SFPQ","SSB"
"SFPQ","NONO"
"SFPQ","HNRNPK"
"SFPQ","HNRNPD"
"SFPQ","KHSRP"
"SFPQ","ALYREF"
"SFPQ","SF1"
"SFPQ","ILF2"
"SFPQ","U2AF1"
"SFPQ","ILF3"
"SFPQ","FUS"
"SFPQ","FUBP1"
"SFPQ","RBM14"
"SFPQ","SRSF6"
"SFPQ","SRSF1"
"SFPQ","ILF2"
"SFPQ","FUBP1"
"SFPQ","SRSF3"
"SFPQ","HNRNPK"
"SFPQ","SF1"
"SFPQ","KHSRP"
"SFPQ","SSB"
"SFPQ","ILF3"
"SFPQ","ALYREF"
"SFPQ","U2AF1"
"SHOX2","ISL1"
"SHOX2","BMP4"
"SHOX2","TBX3"
"SHOX2","TBX3"
"SHOX2","BMP4"
"SHOX2","ISL1"
"SIRT1","XRCC5"
"SIRT1","MEF2D"
"SIRT1","RBBP4"
"SIRT1","DNMT3B"
"SIRT1","CTNNB1"
"SIRT1","APEX1"
"SIRT1","MYCN"
"SIRT1","POLR2G"
"SIRT1","XRCC6"
"SIRT1","TP53"
"SIRT1","PARP1"
"SIRT1","PPARA"
"SIRT1","GATAD2A"
"SIRT1","EHMT2"
"SIRT1","CHEK2"
"SIRT1","STAT3"
"SIRT1","DNMT1"
"SIRT1","CDK6"
"SIRT1","HDAC9"
"SIRT1","AR"
"SIRT1","ZEB1"
"SIRT1","EZH2"
"SIRT1","HIF1A"
"SIRT1","HCFC1"
"SIRT1","APEX1"
"SIRT1","STAT3"
"SIRT1","CDK6"
"SIRT1","TP53"
"SIRT1","MEF2D"
"SIRT1","MYCN"
"SIRT1","POLR2G"
"SIRT1","HCFC1"
"SIRT1","EZH2"
"SIRT1","DNMT3B"
"SIRT1","CTNNB1"
"SIRT1","XRCC6"
"SIRT1","DNMT1"
"SIRT1","GATAD2A"
"SIRT1","ZEB1"
"SIRT1","PARP1"
"SIRT1","RBBP4"
"SIRT1","AR"
"SIRT1","EHMT2"
"SIRT1","CHEK2"
"SIRT1","XRCC5"
"SIRT1","PPARA"
"SIRT1","HDAC9"
"SIRT1","HIF1A"
"SIX6","FZD5"
"SIX6","OTX2"
"SIX6","DACH1"
"SIX6","OTX2"
"SIX6","FZD5"
"SIX6","DACH1"
"SKIL","SMAD2"
"SKIL","SMAD6"
"SKIL","RBBP4"
"SKIL","SMAD2"
"SKIL","SMAD6"
"SKIL","RBBP4"
"SKIL","SAP18"
"SKIL","SAP18"
"SLA2","HLA-DRB1"
"SLA2","HLA-DRB1"
"SMAD2","TGFB1"
"SMAD2","NANOG"
"SMAD2","SNAI1"
"SMAD2","BMP4"
"SMAD2","POU5F1"
"SMAD2","TGFB1"
"SMAD2","WWP1"
"SMAD2","FOXH1"
"SMAD2","NANOG"
"SMAD2","SNAI1"
"SMAD2","PBX1"
"SMAD2","SMAD6"
"SMAD2","RBBP4"
"SMAD2","WWTR1"
"SMAD2","ZEB2"
"SMAD2","CTNNB1"
"SMAD2","BMPR1A"
"SMAD2","E2F4"
"SMAD2","FN1"
"SMAD2","CTBP1"
"SMAD2","ZFYVE16"
"SMAD2","DAB2"
"SMAD2","BMP4"
"SMAD2","TP53"
"SMAD2","TFDP1"
"SMAD2","CUL1"
"SMAD2","PARP1"
"SMAD2","POU5F1"
"SMAD2","LIN28A"
"SMAD2","TRIM33"
"SMAD2","BMP2"
"SMAD2","MYOCD"
"SMAD2","SOX2"
"SMAD2","SKIL"
"SMAD2","EOMES"
"SMAD2","STAT3"
"SMAD2","SMAD5"
"SMAD2","ZEB1"
"SMAD2","NEDD4"
"SMAD2","SNAI2"
"SMAD2","NCOA6"
"SMAD2","SAP18"
"SMAD2","PRDM14"
"SMAD2","STAT3"
"SMAD2","TP53"
"SMAD2","PRDM14"
"SMAD2","SMAD6"
"SMAD2","CTBP1"
"SMAD2","DAB2"
"SMAD2","SOX2"
"SMAD2","CUL1"
"SMAD2","ZFYVE16"
"SMAD2","CTNNB1"
"SMAD2","FN1"
"SMAD2","TRIM33"
"SMAD2","ZEB1"
"SMAD2","PARP1"
"SMAD2","BMPR1A"
"SMAD2","RBBP4"
"SMAD2","LIN28A"
"SMAD2","NCOA6"
"SMAD2","TFDP1"
"SMAD2","FOXH1"
"SMAD2","BMP2"
"SMAD2","E2F4"
"SMAD2","SNAI2"
"SMAD2","EOMES"
"SMAD2","MYOCD"
"SMAD2","PBX1"
"SMAD2","SKIL"
"SMAD2","WWTR1"
"SMAD2","NEDD4"
"SMAD2","WWP1"
"SMAD2","SMAD5"
"SMAD2","ZEB2"
"SMAD2","SAP18"
"SMAD5","TGFB1"
"SMAD5","BMP4"
"SMAD5","SMAD2"
"SMAD5","PDCD4"
"SMAD5","SMAD6"
"SMAD5","GATA4"
"SMAD5","ZFYVE16"
"SMAD5","BMPR1A"
"SMAD5","BMP2"
"SMAD5","NEDD4"
"SMAD5","TGFB1"
"SMAD5","PDCD4"
"SMAD5","SMAD2"
"SMAD5","SMAD6"
"SMAD5","ZEB2"
"SMAD5","GATA4"
"SMAD5","BMPR1A"
"SMAD5","ZFYVE16"
"SMAD5","BMP4"
"SMAD5","BMP2"
"SMAD5","NEDD4"
"SMAD5","ZEB2"
"SMAD6","TGFB1"
"SMAD6","BMP4"
"SMAD6","SMAD2"
"SMAD6","TGFB1"
"SMAD6","WWP1"
"SMAD6","SMAD2"
"SMAD6","BAMBI"
"SMAD6","GATA4"
"SMAD6","BMPR1A"
"SMAD6","CTBP1"
"SMAD6","ZFYVE16"
"SMAD6","BMP4"
"SMAD6","BMP2"
"SMAD6","SKIL"
"SMAD6","SMAD5"
"SMAD6","NEDD4"
"SMAD6","CTBP1"
"SMAD6","GATA4"
"SMAD6","ZFYVE16"
"SMAD6","BMPR1A"
"SMAD6","BAMBI"
"SMAD6","BMP2"
"SMAD6","SKIL"
"SMAD6","NEDD4"
"SMAD6","WWP1"
"SMAD6","SMAD5"
"SMARCC1","SUPT16H"
"SMARCC1","CCND1"
"SMARCC1","NR3C1"
"SMARCC1","IRF1"
"SMARCC1","NR3C1"
"SMARCC1","SUPT16H"
"SMARCC1","RUNX1"
"SMARCC1","IRF1"
"SMARCC1","SMARCD3"
"SMARCC1","DPF2"
"SMARCC1","CCND1"
"SMARCC1","SMARCD1"
"SMARCC1","DNMT3A"
"SMARCC1","CHAF1A"
"SMARCC1","POLR2A"
"SMARCC1","SMARCD3"
"SMARCC1","DNMT3A"
"SMARCC1","RUNX1"
"SMARCC1","CHAF1A"
"SMARCC1","SMARCD1"
"SMARCC1","DPF2"
"SMARCC1","POLR2A"
"SMARCD1","SUPT16H"
"SMARCD1","CCND1"
"SMARCD1","NR3C1"
"SMARCD1","IRF1"
"SMARCD1","SMARCC1"
"SMARCD1","SMARCD3"
"SMARCD1","DNMT3A"
"SMARCD1","TP53"
"SMARCD1","RUNX1"
"SMARCD1","CHAF1A"
"SMARCD1","NR3C1"
"SMARCD1","SUPT16H"
"SMARCD1","RUNX1"
"SMARCD1","IRF1"
"SMARCD1","SMARCD3"
"SMARCD1","DPF2"
"SMARCD1","TP53"
"SMARCD1","SMARCC1"
"SMARCD1","CCND1"
"SMARCD1","DNMT3A"
"SMARCD1","CHAF1A"
"SMARCD1","POLR2A"
"SMARCD1","DPF2"
"SMARCD1","POLR2A"
"SMARCD3","CCND1"
"SMARCD3","SMARCC1"
"SMARCD3","RUNX1"
"SMARCD3","GATA4"
"SMARCD3","DPF2"
"SMARCD3","ABCA1"
"SMARCD3","SMARCC1"
"SMARCD3","GRHL1"
"SMARCD3","PPARA"
"SMARCD3","CCND1"
"SMARCD3","SMARCD1"
"SMARCD3","DNMT3A"
"SMARCD3","NCOA6"
"SMARCD3","ANKRD1"
"SMARCD3","DNMT3A"
"SMARCD3","RUNX1"
"SMARCD3","GRHL1"
"SMARCD3","GATA4"
"SMARCD3","ANKRD1"
"SMARCD3","ABCA1"
"SMARCD3","NCOA6"
"SMARCD3","SMARCD1"
"SMARCD3","PPARA"
"SMARCD3","DPF2"
"SMG6","RNPS1"
"SMG6","UPF2"
"SMG6","UPF1"
"SMG6","SNRPB"
"SMG6","XRN1"
"SMG6","XRN1"
"SMG6","UPF2"
"SMG6","SNRPB"
"SMG6","RNPS1"
"SMG6","UPF1"
"SNAI1","NANOG"
"SNAI1","EGR1"
"SNAI1","TWIST1"
"SNAI1","TP53"
"SNAI1","MECOM"
"SNAI1","NANOG"
"SNAI1","SMAD2"
"SNAI1","PARP1"
"SNAI1","EGF"
"SNAI1","POU5F1"
"SNAI1","TWIST1"
"SNAI1","GATAD2A"
"SNAI1","EHMT2"
"SNAI1","SOX2"
"SNAI1","RBBP4"
"SNAI1","LEF1"
"SNAI1","STAT3"
"SNAI1","DNMT1"
"SNAI1","SNAI2"
"SNAI1","CTNNB1"
"SNAI1","EGR1"
"SNAI1","VIM"
"SNAI1","EZH2"
"SNAI1","PHC1"
"SNAI1","FN1"
"SNAI1","CTBP1"
"SNAI1","POU5F1"
"SNAI1","SMAD2"
"SNAI1","STAT3"
"SNAI1","MECOM"
"SNAI1","LEF1"
"SNAI1","EGF"
