X,RamDA_mESC_72h_A04,RamDA_mESC_72h_A05,RamDA_mESC_72h_A06,RamDA_mESC_72h_A07,RamDA_mESC_72h_A08,RamDA_mESC_72h_A09,RamDA_mESC_72h_A11,RamDA_mESC_72h_B01,RamDA_mESC_72h_B02,RamDA_mESC_72h_B03,RamDA_mESC_72h_B04,RamDA_mESC_72h_B05,RamDA_mESC_72h_B06,RamDA_mESC_72h_B07,RamDA_mESC_72h_B08,RamDA_mESC_72h_B09,RamDA_mESC_72h_B10,RamDA_mESC_72h_B11,RamDA_mESC_72h_B12,RamDA_mESC_72h_C01,RamDA_mESC_72h_C02,RamDA_mESC_72h_C03,RamDA_mESC_72h_C04,RamDA_mESC_72h_C05,RamDA_mESC_72h_C06,RamDA_mESC_72h_C07,RamDA_mESC_72h_C08,RamDA_mESC_72h_C09,RamDA_mESC_72h_C10,RamDA_mESC_72h_C11,RamDA_mESC_72h_C12,RamDA_mESC_72h_D01,RamDA_mESC_72h_D02,RamDA_mESC_72h_D03,RamDA_mESC_72h_D04,RamDA_mESC_72h_D05,RamDA_mESC_72h_D06,RamDA_mESC_72h_D07,RamDA_mESC_72h_D08,RamDA_mESC_72h_D09,RamDA_mESC_72h_D10,RamDA_mESC_72h_D11,RamDA_mESC_72h_D12,RamDA_mESC_72h_E01,RamDA_mESC_72h_E02,RamDA_mESC_72h_E03,RamDA_mESC_72h_E04,RamDA_mESC_72h_E05,RamDA_mESC_72h_E06,RamDA_mESC_72h_E07,RamDA_mESC_72h_E08,RamDA_mESC_72h_E09,RamDA_mESC_72h_E10,RamDA_mESC_72h_E11,RamDA_mESC_72h_E12,RamDA_mESC_72h_F01,RamDA_mESC_72h_F02,RamDA_mESC_72h_F03,RamDA_mESC_72h_F04,RamDA_mESC_72h_F05,RamDA_mESC_72h_F06,RamDA_mESC_72h_F07,RamDA_mESC_72h_F08,RamDA_mESC_72h_F09,RamDA_mESC_72h_F10,RamDA_mESC_72h_F11,RamDA_mESC_72h_F12,RamDA_mESC_72h_G01,RamDA_mESC_72h_G02,RamDA_mESC_72h_G03,RamDA_mESC_72h_G04,RamDA_mESC_72h_G05,RamDA_mESC_72h_G06,RamDA_mESC_72h_G07,RamDA_mESC_72h_G08,RamDA_mESC_72h_G09,RamDA_mESC_72h_G10,RamDA_mESC_72h_G11,RamDA_mESC_72h_G12,RamDA_mESC_72h_H01,RamDA_mESC_72h_H02,RamDA_mESC_72h_H03,RamDA_mESC_72h_H04,RamDA_mESC_72h_H05,RamDA_mESC_72h_H06,RamDA_mESC_72h_H07,RamDA_mESC_72h_H08,RamDA_mESC_72h_H09,RamDA_mESC_72h_H10,RamDA_mESC_72h_H11,RamDA_mESC_72h_H12
Dcxr,3.348108725,2.61046727,0.919382718,2.236990886,1.582208574,4.032743893,1.828834172,3.038929408,2.977130188,1.695704704,1.743007897,1.338915083,2.878255985,2.936682968,1.93761563,1.170095033,2.00910011,1.402637092,0.664574516,2.142119714,1.911505394,1.96322176,0.333398415,1.14309006,2.672434188,1.746513454,0.387171226,3.186979028,2.073111608,0.556030352,0,1.123997165,2.015171382,1.076359545,2.619204151,2.23524712,1.220307255,1.352591657,3.211305469,0,0.872047147,2.842611301,1.603135598,2.520482373,1.665471884,0.453379908,3.802022894,2.133743722,1.726177666,1.432597575,1.697756915,3.415094713,1.886419533,1.063416882,1.561260171,0.896591795,2.55929376,0.595460697,0.631462139,1.283771495,1.516368819,1.757888908,1.476046453,2.224166825,1.43239952,1.466265089,1.837695689,0.675696158,2.142541175,3.30850352,1.361568874,1.36288901,2.295070403,0.690740712,0.515926733,2.989380235,2.139865383,0.534932717,2.087045832,3.052785911,2.532086407,1.962599189,1.507661109,0.962027101,2.054407849,1.011629186,1.693492293,1.208206525,1.587467393,1.003746296,1.179567929
Ddah2,0.89016969,0,1.600886067,0.760847953,1.393218069,3.729897546,1.518355067,1.166196761,1.905039101,1.653427826,2.673405686,3.119600955,2.050178986,0.5718288,2.810715389,2.840123085,1.567426576,1.866303801,2.156585111,0.210896885,2.554137214,1.944372702,3.410551504,2.006758409,2.674595595,1.871822271,1.36976714,0.772372773,2.260995569,2.170058297,0.942636432,1.090105937,1.551171847,2.395735299,2.082146945,1.891154779,2.050406311,1.585130213,1.310290732,2.897732195,2.935571651,2.647409679,1.91510443,1.162113816,0.984560754,0.792380686,0.604269812,3.429194495,1.043240204,1.717768541,1.190197739,1.935216373,2.002797501,0.436306895,2.288559457,3.465831909,3.193045736,2.25174063,1.344029174,0.54522303,2.69012339,2.24911689,0.692837438,3.45229429,2.785521328,2.254687938,3.493015506,1.109273546,2.325222658,0.988433019,1.079120399,1.691068421,3.643480654,1.346602885,0.977865032,0.856729585,3.563116841,0.877949976,0.400747279,2.032018459,2.680913571,2.571800305,1.753893099,0.803928372,3.147245496,1.6680091,0.468053329,0.942889578,1.393472875,3.698954499,3.067096222
Ddb1,4.131858619,4.526575635,4.747708057,4.74390356,4.543930595,4.403899672,4.576787876,4.601120351,4.45859964,4.699618636,4.807363284,4.43256647,4.78386574,4.415966518,5.08031102,4.354788343,4.977204995,4.320126444,4.20110244,4.464138429,4.21006137,4.663820505,4.311757265,4.396874908,4.633826709,4.68751185,4.416139172,4.649788877,4.711985089,3.773708706,4.767637968,4.448257699,4.672022874,4.666849484,4.77197171,4.406720079,4.65704933,4.180567712,4.356304065,4.382403671,4.591457167,4.524575073,4.060247088,4.55768168,4.683515785,4.640132141,4.79204017,4.589603963,4.4406655,4.364373091,4.293269346,4.851531899,4.486523948,4.391668292,4.711249754,4.547428795,4.556461986,4.534711255,4.296003121,4.810941625,4.528302902,4.559926198,4.608868893,4.515010836,4.690408355,4.100752746,4.78369136,4.247558522,4.706191109,4.785539353,4.059346406,4.706266037,4.561550547,4.329930131,4.311009049,4.404327645,4.665249414,4.659326308,4.588177791,4.56057489,5.006274399,4.942581918,4.248423956,4.447847887,5.042188148,4.631539506,4.526628006,4.53557768,4.592011146,4.509989598,4.768602871
Ddb2,0.515978375,0.228563817,0.386918583,0.391285561,0.611177753,0.481694806,0.390615011,0.20154894,0.861859554,0.961408511,0.473791529,0.986534536,0.484656944,0.769611088,0.583109224,0.555168333,0.769831249,0.741091528,0.047840794,0.362666726,0.509721122,0.472538614,0.427971366,0.397130775,0.409272585,0.459565058,0.368534688,0.122087529,0.327361349,0.450160066,0.76093562,0.399712177,0.495186075,0.428603725,0.480266874,0.93283278,0.623551611,0.868958368,0.46606019,0.431517613,0.348103688,0.452622158,0.923900529,0.209240673,0.546121125,0.668556497,1.142977034,0.417289038,0.726403391,0.326279541,0.227991941,0.598441816,0.310213611,0.737752187,0.516505787,0.313645583,0.479217015,0.622833682,0.459820182,0.347482314,0.370971018,0.230282507,0.991740151,0.334573495,0.39085671,0.773553434,0.116927335,0.733961968,0.401763905,0.67947631,0.809089463,0.794794213,0.172668397,0.747310191,1.106920313,0.200888465,0.666321349,0.477886128,0.478231513,0.276664872,0.540731422,0.254469572,0.633976203,0.687617942,0.643947709,0.487127327,0.712669806,1.270812134,0.395897188,0.851495463,0.724097342
Ddit3,0.542826136,0.469506769,0.382992157,0.205503142,1.467668015,0.359510346,2.076192129,0.616020094,2.716625504,0.089785533,1.348665273,1.029335984,0.553195346,1.263259351,0.659338351,1.096145059,0.54625607,2.087078486,2.633164413,0.954673109,1.808376366,1.529238376,2.843227213,0.885983504,1.556371573,1.279542923,1.649842845,2.022209927,1.091669547,3.026121099,0.849346579,1.030383627,0.777524004,1.315360067,1.8187854,0.740700881,2.054872441,2.435654901,2.255310446,2.377785075,0.632691893,0.701767912,3.040972301,2.344514377,0.67853477,1.799643442,1.079982315,0.247661696,2.074770748,1.607874088,1.201101086,1.303961368,0.860189185,1.170272733,0.103554819,0.889316891,3.130148096,1.087889381,1.072850008,0.962113175,0.945359795,2.802100776,1.037341222,1.306127306,0.792638513,0.823656841,3.170576033,2.653207359,1.558882982,0.898136177,0,0.358330947,1.57776926,1.148225964,2.264019239,1.649072661,0.316036548,2.738025913,0.799820727,2.268777071,1.123308114,2.250778568,0.509492513,0.546101783,2.873623928,1.790163006,1.736576036,1.071536487,1.014331924,2.306860413,0.709146845
Ddx20,0.729181234,1.083404875,0.388155661,1.008422683,0.782049175,0.770391243,1.118269976,0.696428416,0.892786958,0.683325568,0.520050933,1.068231092,0.92779936,0.593791841,0.618932659,0.834908004,0.848509034,0.616633838,0.479800351,1.070230072,1.07876608,0.551106339,0.714580686,1.246627101,1.054359279,0.800687635,0.690160229,0.721188516,0.493945235,1.476346725,0.807854359,0.95379852,1.240289588,0.734510328,0.746302134,0,1.071811855,1.050115718,0.757765227,1.267839003,0.953136398,0.805869606,1.149254781,0.729914455,0.734469805,0.917624241,0.967630366,0.674544454,1.059791204,0.936397031,1.278614354,0.569135004,0.724641944,1.411244361,1.481033562,0.797951057,0.923925793,0.738784417,1.611535753,1.239254636,1.139824781,0.807718732,0.647762881,1.460392928,0.741910604,1.003610475,0.733179708,1.169680845,0.890239725,0.60083477,0.767495289,0.944122014,0.610344433,1.420570222,0.774934261,1.015421838,0.897449401,0.96092544,1.031319673,0.62166703,0.821044393,1.166194012,0.902431438,1.296567458,0.894469893,0.898478101,0.931106261,0.636465849,0.700363321,1.283956016,0.942314372
Ddx5,4.443512825,4.000574127,4.426569985,4.385907582,4.633759078,4.70288559,4.787046274,4.920035841,4.707302392,4.544153991,4.346731933,4.311854327,4.439488626,4.342961143,4.575558083,4.005321456,4.299060259,3.923536158,4.731448297,4.576721693,4.72479247,4.236833054,4.847666218,4.325673545,4.326184713,4.957932145,4.531607334,4.642230834,4.139172443,4.989945026,4.980108761,4.652277181,4.533751984,4.213688339,4.249579857,4.418582539,4.378022245,4.876233659,4.620676111,4.392414063,4.02140266,4.588295886,4.745630879,4.605650037,4.450366254,4.343339641,4.242638323,4.526205441,4.50196313,4.135149553,4.520869447,4.157387158,4.09815747,3.723831257,4.366915346,4.22290154,4.559989324,4.428061857,4.150604526,4.866704626,4.747721191,4.33933612,4.214284023,4.630898666,4.558438243,4.216499135,5.065271524,4.708536129,4.198456539,4.356122807,3.779657888,4.530341655,4.487362136,4.480487178,4.249202873,4.380514659,4.148190331,4.272332797,4.16283143,4.547741707,4.378839039,4.654612513,4.071753896,3.722780051,4.557939725,4.796178374,4.143186485,3.952332496,4.093931905,4.460541118,4.616007214
Ddx54,1.24304834,1.535635676,1.564324448,1.144686833,1.492433753,1.218544378,1.588590515,0.894510221,1.542295101,0.999672592,1.16855038,1.457907382,1.216472436,1.199467954,1.508990797,1.331218777,1.585905246,1.135259262,1.166231753,1.279715084,1.411544407,1.366250335,1.306365474,1.696049953,1.718543313,1.727892999,0.80166321,1.430258027,1.350819713,1.366026122,1.316009081,1.187629606,1.204068153,1.117390342,1.409738548,1.14272147,1.312179966,1.765214481,1.449701859,0.858602637,1.459975929,1.546275049,1.35821266,1.503257084,0.565809875,1.289233562,1.587447129,1.081705142,1.364200066,1.31126971,1.606159859,1.605886768,1.478225488,1.182796963,1.248141268,1.343004332,1.283577491,1.241439508,1.112436214,1.710685417,1.590218139,1.113160428,1.094024892,1.425851688,1.214220526,1.73447796,1.260997554,1.034838544,1.303508282,0.732476223,1.146453826,1.903113344,1.267607717,1.549050741,0.840594508,1.530912082,1.190422511,1.073176759,1.47002841,1.402690217,1.125270663,1.549250661,0.935807264,0.993221554,1.25268404,1.540597943,1.513322358,1.308126562,1.219794469,1.13952417,1.096056839
Ddx58,0.862620036,1.732434092,1.584510028,1.613917653,1.411294293,1.460856402,1.338746525,1.255155149,1.193449765,0.512136588,0.940685915,1.16695784,0.961291491,1.029790715,1.608426394,1.171817883,1.230963739,1.7784544,1.752650665,1.376453523,0.737019287,0.915259451,0.544726866,1.086186653,0.421673907,1.483717645,1.23762396,0.3712425,0.929478855,0.503387868,0.564270887,1.106309487,0.572943861,0.944083615,0.840481343,0.981396119,0.742855384,1.106274429,1.100199032,1.437944507,1.143473523,1.288151518,1.13291833,1.779785351,0.563045204,0.925176894,1.174621903,0.749886874,1.521330639,0.652464673,0.942331023,1.187248699,0.879998486,0.620475132,1.365750362,0.877413766,1.12671944,0.570519387,1.436123693,0.991296512,1.303713028,1.333390434,1.289086461,0.619197775,0.949541586,0.737993195,1.122640823,1.481154803,1.00495404,1.09524157,1.81226313,1.142685818,0.672398344,0.774414673,2.365844291,0.579401831,0.456480227,0.351506635,0.644893497,0.512869914,0.738676151,0.804486546,1.292118228,1.214348064,0.474118675,0.691150083,1.412021311,0.927501428,1.307807031,1.207343563,1.026889994
Dek,2.63649774,2.902889783,2.18835285,3.21734403,2.014210269,3.387043747,2.952253043,3.068200026,2.691075791,2.752712444,2.530472669,2.29363213,2.003138176,3.086061011,2.252713297,3.416642547,2.679434563,2.315773666,2.397833126,2.747097408,2.829569536,2.682261829,3.253356845,3.335105338,3.027444964,2.145565369,3.015856715,2.708124013,3.344914692,2.844516689,2.863898423,3.090649501,2.729999907,2.063662109,2.273486953,2.477170606,3.163539068,2.740793767,3.092872941,1.11380051,2.422470669,3.41333281,3.242164833,1.498058499,3.728893889,3.349257853,3.122196206,2.756507614,3.201693007,2.588041633,2.728033073,2.399957614,3.345546504,1.938234554,2.780150129,2.60222941,3.297207266,2.181030073,3.102452358,3.021012591,3.284687205,2.753357417,2.918214423,2.763602355,2.845974996,2.191526212,2.690729781,3.02116597,3.229413469,2.507485593,2.474455583,2.814447331,3.001664398,2.525840007,2.019119621,2.851242376,3.303127184,2.792461729,2.781556418,3.401846535,2.794225569,2.416838829,2.590612446,3.182299596,2.075999928,3.178934498,2.889567356,3.18109045,2.420270615,3.090292404,2.21269145
Dido1,1.145469663,1.755826328,1.604310993,1.19501721,0.925729403,0.904218517,1.127629942,1.485161343,0.949693764,1.376635124,0.875265916,1.180580294,1.148772904,1.198742174,0.896270304,1.214793373,1.465266336,1.515031556,0.815250868,0.971074693,1.195527092,0.812624533,1.014945442,0.878349261,1.39305194,1.362463433,1.16585105,0.859664715,1.02199438,0.863593248,1.501120048,1.031680568,1.339573145,1.343823697,1.167905078,0.517036719,1.143349006,1.177241426,0.958444987,0.929937012,1.206772016,0.952704407,1.022649058,0.508934348,1.106351173,0.981046074,0.970894173,0.780513116,1.097276851,1.351583963,1.514502731,0.805157511,1.156130162,0.935308656,1.198449912,1.237203524,0.860703734,0.893723075,1.326084775,1.158051575,0.791151426,1.396274238,1.50794495,1.639474907,1.083903449,1.299490834,1.099366664,1.128323533,0.859890356,0.750147482,1.323475748,1.424357406,0.657278421,1.364448821,1.119626891,1.065084358,1.223064554,1.10096074,1.487137507,0.636340111,0.951154074,1.54741208,1.294956882,1.259140281,1.24920248,0.822809118,1.306320128,1.487382104,0.92144867,0.95159943,0.495657522
Dkc1,0.727396635,0.310557088,2.892017559,2.368493177,0.594530377,2.000469921,1.570266644,2.375813782,1.75510839,1.452223024,1.616595975,1.82501273,0.054747802,2.138769856,1.665822918,2.280629101,1.954983525,3.576536147,3.519913229,1.008967322,1.674581178,2.144805189,1.706939822,2.492601231,1.579289907,2.331193584,1.793322923,3.15718996,2.581113659,1.593945721,2.461249757,2.658903456,0.983918246,0.262792969,1.511419649,1.317456781,1.402177586,0.091601695,1.139503976,1.882218021,3.079446699,0.968174688,3.280525675,1.009692563,0.530818566,1.765080275,0.84566503,1.104039104,2.170419775,1.761753289,1.376351932,1.680541672,2.271358229,1.915951096,1.731807306,1.702248109,1.134907897,0.867068566,2.013980258,2.948405652,2.689678711,1.849995744,1.752041653,2.378683488,1.976919006,1.834820996,1.78349322,1.997492578,2.125690143,2.326338731,1.464041957,1.762967498,1.431729461,2.390402189,1.201420069,1.703162338,1.921182982,1.807339014,1.052381073,2.053780096,1.766829519,1.924976527,1.430253587,1.834130069,0.978440491,1.860116444,2.151599658,2.197441461,2.163365606,1.970322731,1.217681557
Dkk1,1.455489513,0.819483237,0.534369331,2.332958103,0.8640965,0.509389667,0.605389335,0.319616939,1.024185542,1.005137113,0.729596158,0.667072455,1.637945248,1.456700873,1.547444465,0.74735077,1.688498446,1.051796229,0.767653317,2.328069524,0.745750284,0.763778954,1.176702684,1.329436923,1.522485559,1.250752845,0.849885646,1.295151768,1.043058716,0.408491096,1.538405971,0.475165777,0.935976506,1.952104657,1.076886519,0.914503377,0.805107565,1.472916688,0.982557228,1.155553941,1.421589264,0.981078316,0.872869833,1.383863539,1.361495233,0.951445324,2.050311619,1.292742755,1.751980614,0.422766186,0.787978657,0.392165867,1.383994859,1.22833945,1.366880656,1.562010222,0.956717946,0.091854134,0.591809391,1.328387374,1.351621557,1.559170283,0.848266243,0.358753746,1.42053398,0.287528066,0.460227071,1.151095889,2.006118955,1.588211514,1.680277316,1.302552339,1.089064374,1.073045314,0.915243992,1.193472253,1.542866064,1.190648704,1.501735817,1.482215504,1.271641411,2.120002617,1.682897404,1.588922185,1.263317124,0.77203506,1.098141102,0.752330379,1.503466825,0.548493078,0.962623498
Dmrt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067984697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042225734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajc10,3.375871453,4.313305121,3.6327978,3.528568282,4.0156787,3.523787436,2.866647273,3.760655905,3.562588002,3.364552281,2.891198031,3.086134786,3.940671205,4.165852919,3.353454473,2.722387869,3.345931414,3.013789463,2.269432716,3.048636668,3.508429388,3.988823943,3.529893493,3.658024268,3.78268142,3.439069421,2.62150643,4.30910555,3.834384714,3.052879829,3.620860558,3.69588901,3.603479862,3.75641636,3.617370201,3.616519356,3.383582804,3.40352974,3.303296576,3.460187893,3.391404938,3.641153076,3.083309857,3.130048905,3.382577983,3.345554276,3.366302505,3.604612577,3.237108877,3.515105802,2.916654295,3.605484248,3.884751548,2.74335354,4.158589341,3.416220203,3.646095448,3.345323026,3.702872929,3.396237266,3.642819864,3.159928455,3.356585246,3.821642509,3.521873337,2.821755377,3.309737896,3.208513952,3.059467869,4.155607578,3.149662087,3.44890498,3.307241895,3.607843977,3.344955115,3.327330982,3.094372392,3.903427296,3.730373737,4.040348391,4.107356152,3.356988432,3.930640527,3.754046162,3.000985128,2.974919399,3.607115157,3.898572334,3.902580985,3.532748558,3.611221719
Dnajc2,1.495766141,0.684899627,1.527106595,1.786344904,1.428102697,1.816825212,0.996118369,1.308940889,0.841410708,1.5556327,1.062360755,0.936609835,0.775385915,1.79884432,1.207928,0.653272772,1.426272117,0.829543212,0.99297215,1.574405679,0.954272512,1.021956197,0.989489448,1.962403539,1.313677032,1.071532772,0.850138182,1.343219513,1.207789253,0.931577901,1.291571325,0.849514196,1.281052732,1.271448136,1.234623943,0.753728323,1.567077202,0.422491115,1.404583957,0.843976101,1.06283379,1.148493344,1.429420905,1.160417145,0.799529355,1.232617526,0.854694853,0.889373181,0.859940271,1.385072872,1.37900308,0.990765825,1.245810879,0.766016646,0.726011513,1.620627125,1.122550493,1.211066673,0.970608193,1.407916014,1.543362752,0.936411729,1.069550001,1.147153617,0.889200616,1.031550166,0.872610998,1.344197728,0.90330821,0.887841341,0.704379153,1.257360842,1.13553005,1.872847056,0.987190171,1.541461663,0.801014417,1.179047248,0.832419426,0.908191892,1.209664657,1.683260104,1.160157219,1.1070356,0.944353628,0.972877463,0.732498348,1.651461116,0.756301201,0.693760371,0.93475781
Dnmt1,2.065606698,1.966132415,1.16126761,1.879080454,1.766868758,1.97272512,2.205509112,1.808884352,2.038027223,1.826600859,1.551293257,2.185647762,2.226485629,1.930560506,1.379909523,2.533499452,2.027096584,0.558537878,1.289914301,2.513097822,2.313142992,2.052533555,2.058829182,2.598991387,2.383391596,1.313515698,2.258324481,1.867390533,2.476419679,1.837730885,1.208910868,2.076806155,2.049325592,1.204161398,1.402320834,1.297995578,2.366386059,2.485801746,2.097820293,0.952298066,1.529537237,1.916001841,2.002745734,0.759076359,1.988948419,1.926229916,3.059619721,1.931566073,2.438933001,2.237088492,2.06812179,2.576469942,2.27384864,1.997680857,2.092701745,2.404445435,1.980930777,2.515482367,2.312804229,2.193123543,2.307721553,1.504948517,1.876789943,2.612303921,2.246550839,1.205782346,1.997034611,2.260917934,2.413228153,1.885053295,1.912053796,1.77252127,2.123580577,2.347481841,0.976181703,2.027363983,2.054746948,1.779063178,1.766679088,2.403164309,2.412595871,1.004992574,1.745218176,2.113966684,2.671583847,1.804912788,1.954251481,2.636057012,1.463098726,1.969038999,1.89399166
Dnmt3a,0.543827775,1.11899019,2.858654845,3.125280568,1.994432185,0.907896945,0.370140307,2.164218494,1.370758488,1.144402535,1.34361751,1.500736548,1.313843436,1.239794814,2.198194196,1.906297156,2.664450271,1.774149529,2.344555213,1.406832893,0.596943813,1.249335141,0.290122825,1.488281595,0.791204423,2.107113958,0.86400523,0.933271384,1.570219286,0.750454413,2.340533648,1.36578388,1.827247456,1.731449481,1.334259247,1.828348866,1.082511261,0.42769382,1.61817377,1.587682248,2.849647138,1.524478884,0.943134721,1.517063118,1.715759358,1.102334711,0.528074116,1.693880452,1.510455803,1.284670119,2.147216314,1.223392815,1.396999938,1.734067108,1.603809429,0.977321305,0.778295405,1.71282132,2.370638735,2.118351199,0.963421063,1.957506828,1.217530454,0.800776609,0.553917869,2.705423255,1.473537671,0.794646417,1.191142787,2.295247719,2.494145205,1.987755621,1.177748272,1.840187243,2.196445976,0.524296674,0.159375761,0.945365323,0.931541249,0.737002343,0.89735968,0.69481319,2.234903365,1.611528109,1.379938222,1.043154687,0.932505353,0.963886885,1.428870246,1.484407488,1.231550064
Dpp4,2.812232465,1.28043497,2.007845397,2.197297333,2.178303484,2.611197955,1.825071221,2.291256469,2.370157667,1.847754878,2.666435134,2.825248522,0.611555018,2.113129022,3.369257875,0.753077363,3.322884853,2.621225043,1.484649338,1.158744173,1.52482183,1.308231066,1.908989225,1.542504339,1.576528071,3.22978037,2.130995125,2.22929925,2.345630529,1.079717224,2.414128924,1.629864991,0.966919623,1.831068743,1.550800084,2.882265036,1.835042505,1.651970526,2.601713862,1.295788296,1.86875038,2.165912273,2.607693972,2.448933277,1.232067316,1.999253908,2.102921027,2.115096673,3.002111046,0.699721056,2.454408013,1.503570457,2.582952217,1.679463329,2.061486845,1.783895545,2.299992243,1.810065958,3.184369029,2.420895282,2.693459154,1.885868283,1.422477872,2.543025596,2.72769138,2.876144281,2.297262719,1.243394908,3.478055033,2.174440709,2.901298549,3.021345957,1.871042547,1.299919361,1.439316707,0.163587319,1.711356224,1.721860223,1.631928033,1.310771079,2.191610121,2.823681056,1.75926047,1.571900528,1.879776923,1.628833841,2.809974536,0.87391982,1.928097504,2.72544132,2.679032262
Dppa2,0.12188921,0,0.91989131,0,0.249010476,0.125877913,0,0.086540013,0,0.326729822,0.180947957,0.361119599,0.211024087,0.187941464,1.634029447,0,1.88977627,1.492448167,0,0,0.097805907,0,0.065713303,0,0.13585932,0.588243358,0,0,0,0,0.206145514,0.117561477,0.222664172,0.152950564,0.077797481,0.131561033,0,0.179311055,0.549134323,0,1.927813576,0.033723806,0.208733913,0,0,0.113621758,0.047574403,0,0,0.093648424,1.12276358,0.077463459,0.016591334,0.295232377,0.218652103,0.24783451,0,0.021834647,0,0,0.022216739,0.782056421,0,0,0.042998168,1.309891457,0,0.139531495,0.397468747,0,0,0,0.040541772,0,0.30823412,0,0.037275791,0.081580467,0.161427856,0,0.452487676,0.094500754,0.056052708,0.044883698,0,0.194125874,0,0.108726348,0,0,0.142700138
Dppa4,0.673232665,0.108029635,0.97299699,0.260551983,0.351113643,0.038520803,0.063259123,1.001036278,0,0.770740554,0.421895754,1.075421368,0.430096269,0.598301962,1.413929639,0,1.701478072,0.597923369,0,0.24169218,0,0,0.196690066,0,0.559201387,0.554483714,0.058506774,0,0.090248386,0.22453341,0.267679695,0,0.035076759,0.382915197,0.474683671,0.115581747,0.094446417,0.57707387,0.774394172,0,1.836715872,0.190305154,0.273031284,0.494172726,0.718568705,0,0.341399799,0,0.306466546,0,1.139756218,0,0.515136837,0.191489741,0.594545447,0,0.148271258,0.110944774,0,0,0.500335679,0.558171545,0.102358482,0.116279821,0.063359061,0.024538634,0,0,0.496865499,0,0,0.275374088,0.087240774,0.214564367,0,0,0.125314731,0.090517332,0.287274022,0.24005972,0.976943673,0,0,0.273653821,0.139698606,0,0.528179472,0,0.474653226,0,0.096525997
